pr_number,change_risk_label,total_changes
332288,0,26.0
332287,0,0.0
332284,0,26.0
332280,0,720.0
332274,1,22333.0
332271,0,95.0
332270,0,10.0
332269,0,6.0
332267,0,171.0
332266,0,2.0
332264,1,20197.0
332262,0,2.0
332260,0,4.0
332256,0,312.0
332255,0,2660.0
332253,0,4.0
332252,0,14.0
332247,0,725.0
332246,0,230.0
332245,0,25.0
332243,0,16.0
332242,0,4.0
332240,0,42.0
332239,0,7.0
332233,0,1814.0
332232,0,21.0
332229,0,181.0
332228,0,109.0
332227,0,105.0
332223,0,38.0
332219,0,538.0
332218,0,157.0
332217,0,10.0
332216,0,13.0
332214,0,59.0
332213,0,41.0
332212,0,82.0
332211,0,34.0
332210,0,437.0
332209,1,53251.0
332208,0,147.0
332206,1,38144.0
332203,0,350.0
332200,0,29.0
332196,0,188.0
332195,0,6.0
332190,0,271.0
332189,0,98.0
332188,0,246.0
332187,0,690.0
332184,0,236.0
332183,0,218.0
332178,0,294.0
332177,0,454.0
332175,0,119.0
332174,0,288.0
332173,1,22405.0
332170,0,432.0
332168,0,16.0
332164,0,2.0
332162,0,1609.0
332153,1,67039.0
332150,1,66663.0
332148,0,57.0
332143,0,95.0
332142,0,4.0
332140,0,2700.0
332139,0,36.0
332137,0,287.0
332133,1,18250.0
332130,0,124.0
332123,0,93.0
332122,0,49.0
332112,0,8.0
332111,0,484.0
332108,0,600.0
332103,0,71.0
332102,0,2.0
332100,0,54.0
332099,0,216.0
332098,0,278.0
332095,1,67627.0
332093,0,60.0
332091,0,4.0
332089,0,326.0
332088,1,24630.0
332086,0,4.0
332084,1,88254.0
332081,0,20.0
332080,0,81.0
332076,0,8.0
332075,0,120.0
332071,0,584.0
332068,0,6.0
332067,1,58411.0
332066,1,60353.0
332064,0,5.0
332063,0,10.0
332062,0,4372.0
332059,0,103.0
332058,0,766.0
332055,0,86.0
332054,0,4205.0
332052,1,54873.0
332049,0,67.0
332048,1,91874.0
332045,1,11544.0
332043,0,992.0
332042,0,153.0
332041,0,482.0
332039,0,184.0
332038,0,59.0
332037,1,42542.0
332036,0,0.0
332035,0,0.0
332034,0,210.0
332032,1,58676.0
332029,1,59066.0
332028,0,2.0
332026,0,255.0
332021,1,72194.0
332019,0,4.0
332018,1,55727.0
332017,0,2797.0
332012,1,4858.0
332007,1,6239.0
332006,0,158.0
332005,0,57.0
332004,0,2861.0
332003,0,572.0
332002,0,235.0
332000,0,1119.0
331999,1,10444.0
331998,0,1217.0
331997,1,17175.0
331996,0,814.0
331992,1,5958.0
331990,1,21880.0
331989,1,66326.0
331986,0,41.0
331985,1,69308.0
331983,1,119355.0
331982,1,57593.0
331981,1,58395.0
331978,0,2080.0
331977,0,25.0
331976,0,0.0
331975,0,898.0
331972,1,57872.0
331971,0,730.0
331970,0,437.0
331969,0,0.0
331966,0,60.0
331965,0,34.0
331964,0,34.0
331962,0,638.0
331961,0,4.0
331957,0,2.0
331956,0,4.0
331952,1,10273.0
331949,0,13.0
331948,0,1.0
331946,0,147.0
331945,1,64685.0
331944,0,6.0
331941,0,4.0
331940,0,600.0
331939,1,65107.0
331938,0,85.0
331934,1,45734.0
331928,0,697.0
331927,0,321.0
331925,1,20963.0
331924,0,6.0
331921,0,24.0
331920,0,32.0
331918,0,78.0
331913,0,1.0
331912,0,480.0
331911,1,20697.0
331910,0,173.0
331908,1,15003.0
331902,0,21.0
331899,0,138.0
331897,1,58450.0
331896,1,36046.0
331895,0,233.0
331893,0,43.0
331891,0,8.0
331890,0,68.0
331887,0,204.0
331886,0,938.0
331885,0,72.0
331883,1,25667.0
331881,1,26795.0
331880,0,85.0
331878,0,1168.0
331877,0,226.0
331874,1,25799.0
331872,0,61.0
331871,0,111.0
331870,0,70.0
331867,0,816.0
331866,1,25763.0
331865,0,674.0
331862,0,629.0
331861,1,73385.0
331860,0,17.0
331859,0,2065.0
331857,1,12931.0
331855,1,20719.0
331851,0,534.0
331850,1,14733.0
331848,0,367.0
331847,0,126.0
331846,1,5508.0
331844,0,664.0
331843,0,79.0
331841,0,669.0
331840,1,25505.0
331839,0,11.0
331837,1,25183.0
331836,0,1665.0
331833,0,450.0
331831,0,210.0
331830,0,338.0
331829,0,63.0
331825,0,61.0
331822,0,0.0
331821,0,256.0
331816,0,398.0
331809,0,402.0
331808,0,417.0
331805,0,13.0
331804,0,93.0
331803,1,50074.0
331802,0,208.0
331801,0,303.0
331800,1,30849.0
331799,0,320.0
331798,1,171825.0
331796,1,168930.0
331794,1,19077.0
331793,0,3.0
331792,0,310.0
331791,0,476.0
331785,1,23487.0
331782,1,28499.0
331776,0,600.0
331775,0,2.0
331772,0,79.0
331771,1,77543.0
331767,0,76.0
331760,0,77.0
331759,0,42.0
331758,0,94.0
331755,0,35.0
331753,0,35.0
331752,0,177.0
331749,0,670.0
331741,0,4489.0
331740,0,2820.0
331739,0,4462.0
331738,1,35571.0
331737,0,541.0
331736,0,638.0
331735,0,143.0
331734,0,2.0
331731,0,397.0
331730,0,0.0
331728,1,22653.0
331727,0,725.0
331726,0,10.0
331724,1,27397.0
331723,0,1194.0
331722,0,55.0
331721,0,304.0
331720,0,1259.0
331719,0,325.0
331716,0,2837.0
331715,0,169.0
331713,0,6.0
331712,0,74.0
331711,0,42.0
331710,0,335.0
331709,0,38.0
331706,0,1535.0
331703,0,850.0
331702,1,24457.0
331701,1,37463.0
331700,0,698.0
331698,0,59.0
331697,1,10378.0
331696,0,59.0
331694,1,41093.0
331692,0,106.0
331691,1,67082.0
331689,0,13.0
331685,1,25582.0
331684,1,27319.0
331683,0,137.0
331682,0,388.0
331681,0,30.0
331680,0,29.0
331679,0,282.0
331676,0,198.0
331674,0,416.0
331673,0,140.0
331670,0,15.0
331669,0,571.0
331668,0,82.0
331667,1,24217.0
331665,1,22372.0
331664,0,0.0
331662,0,0.0
331661,1,17257.0
331660,0,0.0
331657,0,10.0
331645,0,266.0
331644,0,99.0
331643,0,10.0
331640,0,11.0
331635,1,29983.0
331631,0,2.0
331630,0,23.0
331629,0,32.0
331628,0,112.0
331627,0,204.0
331626,0,36.0
331625,0,349.0
331623,0,3.0
331620,1,21007.0
331619,0,63.0
331618,1,21304.0
331617,0,78.0
331614,0,5.0
331612,0,153.0
331611,0,29.0
331606,1,22955.0
331604,1,18930.0
331603,0,0.0
331602,1,25031.0
331596,0,85.0
331591,1,20475.0
331588,1,67571.0
331587,1,27663.0
331586,0,113.0
331585,0,0.0
331577,0,63.0
331576,0,17.0
331575,0,45.0
331574,0,498.0
331573,1,70624.0
331571,0,66.0
331569,0,79.0
331565,0,3023.0
331564,0,4.0
331561,1,24892.0
331560,0,89.0
331559,0,53.0
331558,0,93.0
331557,0,268.0
331556,0,58.0
331555,0,9.0
331552,1,7423.0
331551,0,440.0
331550,1,19678.0
331549,0,390.0
331547,0,63.0
331545,0,62.0
331544,0,3417.0
331543,0,46.0
331540,0,33.0
331539,0,35.0
331536,0,434.0
331533,0,417.0
331530,1,38066.0
331529,1,20485.0
331527,0,154.0
331525,0,1306.0
331524,0,30.0
331523,0,121.0
331522,1,18143.0
331520,0,2.0
331519,0,274.0
331518,1,4907.0
331516,0,3306.0
331515,0,3415.0
331514,1,29536.0
331512,0,55.0
331510,0,30.0
331509,1,56213.0
331506,0,30.0
331505,0,2467.0
331503,0,1200.0
331501,0,143.0
331499,0,67.0
331496,0,10.0
331495,0,50.0
331492,0,596.0
331491,1,17383.0
331490,0,43.0
331488,0,919.0
331486,0,118.0
331485,0,69.0
331482,0,45.0
331481,0,110.0
331479,0,9.0
331476,0,36.0
331474,0,307.0
331472,0,191.0
331471,0,606.0
331468,0,6.0
331467,0,95.0
331465,0,143.0
331461,0,10.0
331459,0,4.0
331458,0,49.0
331453,0,6.0
331451,0,1256.0
331450,0,130.0
331449,0,40.0
331448,0,594.0
331447,0,183.0
331446,0,368.0
331444,0,55.0
331442,1,42680.0
331439,1,42723.0
331438,0,36.0
331437,0,186.0
331436,0,93.0
331435,0,1.0
331432,0,77.0
331430,0,588.0
331424,0,130.0
331419,0,83.0
331418,0,716.0
331416,0,2.0
331415,0,737.0
331414,0,18.0
331410,0,560.0
331409,0,11.0
331408,0,356.0
331407,1,10646.0
331406,0,27.0
331405,0,13.0
331402,0,318.0
331401,0,554.0
331399,0,2.0
331396,0,22.0
331395,1,17465.0
331394,1,38267.0
331391,1,47059.0
331387,0,178.0
331386,0,10.0
331383,0,2.0
331382,0,774.0
331380,0,2873.0
331378,1,4959.0
331377,0,12.0
331376,0,2.0
331375,0,7.0
331372,1,25719.0
331370,1,19126.0
331369,1,14807.0
331364,0,153.0
331363,0,111.0
331362,0,111.0
331358,1,35825.0
331356,0,49.0
331353,0,13.0
331352,0,153.0
331351,1,18286.0
331349,0,206.0
331345,0,274.0
331343,0,3.0
331340,0,163.0
331339,0,107.0
331338,0,1039.0
331337,0,23.0
331333,0,2.0
331332,0,78.0
331331,0,0.0
331329,0,19.0
331328,0,175.0
331326,1,17862.0
331324,0,0.0
331322,0,6.0
331321,0,32.0
331315,0,389.0
331313,0,1102.0
331312,0,196.0
331310,0,130.0
331308,0,117.0
331307,0,303.0
331306,0,155.0
331300,0,138.0
331298,0,1380.0
331297,0,4.0
331283,0,48.0
331282,1,37384.0
331281,0,315.0
331278,0,42.0
331276,0,354.0
331244,0,2356.0
331241,0,4484.0
331239,0,620.0
331236,0,34.0
331233,1,22508.0
331225,0,26.0
331224,0,192.0
331222,0,178.0
331221,0,144.0
331209,0,254.0
331204,0,371.0
331198,1,159411.0
331187,0,254.0
331185,0,168.0
331183,0,10.0
331181,0,371.0
331177,0,29.0
331176,0,542.0
331175,0,55.0
331173,1,20030.0
331170,1,21814.0
331162,0,1.0
331160,1,23127.0
331158,0,3947.0
331157,0,4.0
331156,0,16.0
331153,1,31783.0
331152,0,30.0
331151,0,95.0
331150,0,7.0
331149,0,94.0
331145,0,201.0
331139,0,119.0
331133,0,45.0
331132,0,8.0
331128,0,32.0
331126,1,11517.0
331124,1,59493.0
331121,0,41.0
331117,0,49.0
331116,0,84.0
331115,0,85.0
331114,0,215.0
331113,0,107.0
331112,0,83.0
331106,0,184.0
331103,0,187.0
331099,0,395.0
331098,0,176.0
331097,0,1298.0
331094,0,6.0
331089,0,697.0
331087,1,136780.0
331085,0,1065.0
331084,0,151.0
331083,0,915.0
331082,0,390.0
331080,0,92.0
331079,1,33569.0
331077,0,4.0
331076,0,112.0
331075,0,1.0
331063,0,66.0
331061,1,32464.0
331059,1,22652.0
331057,0,280.0
331056,0,3260.0
331055,1,10334.0
331053,0,221.0
331050,1,22671.0
331047,0,713.0
331046,0,0.0
331045,0,0.0
331044,0,642.0
331041,0,122.0
331040,0,357.0
331038,0,288.0
331035,0,63.0
331033,0,450.0
331032,0,82.0
331028,0,44.0
331026,0,17.0
331024,0,126.0
331019,1,41549.0
331014,1,23413.0
331012,0,26.0
331010,1,21334.0
331009,0,163.0
331008,0,70.0
331005,0,23.0
331004,1,11501.0
330995,0,2388.0
330994,0,625.0
330992,0,2.0
330990,0,432.0
330989,0,20.0
330988,0,7.0
330985,0,13.0
330983,0,3255.0
330982,0,1214.0
330981,0,158.0
330980,0,490.0
330978,1,30900.0
330973,0,58.0
330971,0,122.0
330970,0,108.0
330969,0,557.0
330968,0,361.0
330967,0,703.0
330966,0,50.0
330965,0,2.0
330964,0,35.0
330963,0,79.0
330961,0,82.0
330959,0,326.0
330956,0,1218.0
330955,1,4938.0
330952,0,35.0
330949,0,207.0
330945,0,68.0
330943,0,2610.0
330942,0,93.0
330940,0,3427.0
330937,0,4.0
330933,0,339.0
330931,0,73.0
330930,0,9.0
330929,1,36954.0
330928,0,60.0
330926,0,157.0
330925,0,4160.0
330924,0,20.0
330923,0,16.0
330922,1,35946.0
330921,1,23302.0
330920,0,4045.0
330919,0,56.0
330910,1,40483.0
330905,0,0.0
330902,1,60744.0
330901,1,48771.0
330898,0,28.0
330897,0,917.0
330896,0,39.0
330891,0,4.0
330890,0,425.0
330887,0,30.0
330886,0,3823.0
330884,1,5898.0
330883,0,12.0
330882,0,6.0
330881,0,28.0
330877,0,574.0
330876,0,602.0
330870,0,4.0
330867,0,23.0
330864,0,4442.0
330862,0,108.0
330861,0,3339.0
330860,0,92.0
330859,0,419.0
330858,0,166.0
330857,0,105.0
330856,0,103.0
330854,0,18.0
330853,0,88.0
330852,0,254.0
330851,0,178.0
330849,1,42885.0
330848,1,376287.0
330847,0,55.0
330843,0,2.0
330841,1,5322.0
330840,0,4.0
330839,0,41.0
330834,0,16.0
330833,0,3.0
330832,0,200.0
330829,0,510.0
330827,0,236.0
330825,0,2.0
330824,0,4.0
330822,0,5.0
330820,0,6.0
330818,0,437.0
330816,1,32637.0
330812,0,653.0
330810,0,232.0
330808,0,66.0
330806,0,4.0
330804,0,38.0
330803,0,50.0
330800,0,74.0
330799,0,1.0
330796,0,4.0
330789,0,1.0
330785,1,25789.0
330782,0,1153.0
330781,0,172.0
330780,0,322.0
330779,0,501.0
330778,0,7.0
330777,0,557.0
330776,0,86.0
330775,0,54.0
330772,0,670.0
330771,0,3210.0
330770,0,20.0
330768,0,0.0
330767,0,42.0
330766,0,41.0
330763,0,296.0
330762,0,60.0
330761,0,3797.0
330759,0,98.0
330758,0,56.0
330756,0,473.0
330755,0,2714.0
330754,1,21491.0
330752,0,50.0
330751,0,55.0
330750,0,344.0
330749,0,27.0
330748,1,25942.0
330746,0,276.0
330744,0,459.0
330743,0,380.0
330742,0,53.0
330741,0,79.0
330739,1,23470.0
330737,0,571.0
330735,0,181.0
330734,0,3075.0
330733,0,2881.0
330731,0,1239.0
330730,0,205.0
330729,1,10920.0
330727,0,2.0
330726,1,6785.0
330723,0,1088.0
330720,0,66.0
330716,0,2.0
330715,1,11010.0
330711,1,9781.0
330710,0,63.0
330709,0,38.0
330708,1,6206.0
330707,0,119.0
330705,0,62.0
330704,0,65.0
330703,1,57677.0
330702,0,42.0
330700,0,8.0
330699,0,144.0
330698,0,89.0
330697,0,31.0
330696,0,166.0
330694,0,251.0
330691,1,33927.0
330689,0,211.0
330688,1,21415.0
330686,0,170.0
330685,0,171.0
330684,0,243.0
330683,0,111.0
330682,0,139.0
330680,0,4.0
330678,0,2541.0
330677,0,110.0
330676,0,2854.0
330675,0,677.0
330673,1,18389.0
330672,0,594.0
330669,0,4247.0
330666,0,78.0
330665,1,38809.0
330664,0,0.0
330662,0,81.0
330661,0,68.0
330660,1,11147.0
330659,1,14197.0
330658,1,19687.0
330656,0,35.0
330655,0,77.0
330654,0,4131.0
330653,1,21016.0
330652,0,4684.0
330649,0,323.0
330648,0,3698.0
330647,1,4848.0
330644,0,225.0
330643,0,406.0
330641,0,809.0
330640,0,177.0
330639,0,233.0
330638,1,20619.0
330636,0,51.0
330635,0,3007.0
330634,0,10.0
330632,0,603.0
330631,0,62.0
330629,1,23419.0
330625,0,200.0
330624,1,37853.0
330623,0,11.0
330621,0,7.0
330620,0,1434.0
330619,0,313.0
330618,0,4.0
330617,0,178.0
330616,0,149.0
330615,0,77.0
330611,0,4.0
330609,0,14.0
330606,0,54.0
330603,0,231.0
330602,0,202.0
330601,1,382800.0
330593,0,3785.0
330590,0,145.0
330585,0,291.0
330581,0,22.0
330577,1,23390.0
330576,0,1752.0
330575,0,290.0
330574,0,193.0
330573,1,49158.0
330570,1,25104.0
330569,1,16855.0
330568,0,359.0
330567,1,27883.0
330566,1,115049.0
330565,1,38350.0
330564,0,5.0
330563,0,24.0
330560,1,6694.0
330558,0,103.0
330556,1,4952.0
330554,1,28595.0
330553,0,1531.0
330552,0,22.0
330550,0,3022.0
330548,1,5110.0
330547,0,199.0
330545,0,133.0
330543,0,37.0
330542,1,4973.0
330541,0,315.0
330540,1,16908.0
330539,1,32151.0
330538,0,17.0
330537,0,323.0
330536,0,236.0
330534,0,8.0
330533,0,1310.0
330532,0,51.0
330529,1,61941.0
330527,0,127.0
330522,0,192.0
330517,0,2.0
330516,1,31431.0
330515,1,31239.0
330514,1,24928.0
330513,1,7717.0
330510,1,36690.0
330509,0,2953.0
330508,0,1794.0
330503,1,33397.0
330501,0,9.0
330500,0,1325.0
330499,0,3840.0
330498,0,68.0
330495,0,3475.0
330494,0,25.0
330493,0,3934.0
330492,1,39615.0
330486,0,8.0
330484,1,60591.0
330482,0,333.0
330480,1,42523.0
330478,0,10.0
330476,1,57652.0
330472,0,141.0
330471,1,33650.0
330465,0,81.0
330463,1,44938.0
330462,0,60.0
330461,0,3.0
330458,0,10.0
330457,0,3.0
330455,1,29775.0
330454,0,2.0
330453,0,334.0
330450,0,3.0
330448,1,52233.0
330445,0,3.0
330443,0,631.0
330441,0,27.0
330439,1,69806.0
330438,0,3.0
330435,0,2.0
330432,0,42.0
330430,0,3.0
330428,1,26954.0
330426,0,50.0
330424,0,53.0
330423,0,136.0
330422,0,45.0
330421,0,50.0
330413,0,22.0
330407,0,17.0
330406,0,3.0
330405,0,39.0
330404,1,29605.0
330401,0,41.0
330399,1,11744.0
330393,0,103.0
330392,1,29563.0
330389,1,33375.0
330382,1,39312.0
330378,0,2061.0
330376,0,197.0
330375,1,7246.0
330373,0,67.0
330372,1,36577.0
330370,0,3916.0
330369,1,34567.0
330367,1,49235.0
330365,0,31.0
330362,0,220.0
330361,1,6950.0
330360,1,34584.0
330359,0,1601.0
330358,0,308.0
330357,0,51.0
330355,0,706.0
330354,1,69271.0
330353,0,506.0
330350,0,1088.0
330349,0,832.0
330348,0,14.0
330347,0,29.0
330346,0,126.0
330345,0,88.0
330344,0,22.0
330341,1,32501.0
330340,0,2411.0
330339,1,36699.0
330338,0,1305.0
330336,0,443.0
330335,0,724.0
330334,1,10196.0
330333,0,0.0
330332,0,344.0
330330,0,8.0
330329,0,144.0
330325,0,8.0
330323,1,6887.0
330320,1,18834.0
330319,0,0.0
330318,0,296.0
330317,1,34855.0
330308,0,2003.0
330303,0,27.0
330302,1,6442.0
330299,0,30.0
330298,1,29431.0
330297,0,193.0
330296,0,22.0
330294,0,5.0
330293,0,63.0
330291,0,23.0
330289,0,312.0
330285,0,222.0
330284,0,427.0
330283,0,41.0
330282,0,264.0
330279,0,1124.0
330278,0,6.0
330275,1,15959.0
330270,0,342.0
330269,0,10.0
330266,0,46.0
330261,0,3148.0
330259,0,3.0
330257,0,124.0
330256,0,66.0
330253,0,94.0
330252,0,11.0
330249,0,232.0
330247,1,26756.0
330244,0,693.0
330242,0,1478.0
330241,1,21968.0
330240,1,22021.0
330238,0,132.0
330236,1,6150.0
330233,0,0.0
330232,0,1324.0
330228,0,148.0
330227,0,32.0
330224,0,78.0
330223,1,194559.0
330222,0,43.0
330220,0,308.0
330218,0,29.0
330216,0,48.0
330215,0,101.0
330213,0,94.0
330211,1,18597.0
330210,0,161.0
330209,0,39.0
330207,0,2834.0
330205,0,25.0
330203,1,6408.0
330200,0,4.0
330199,0,44.0
330198,0,119.0
330197,1,50659.0
330194,0,27.0
330193,1,20325.0
330191,1,169562.0
330190,0,99.0
330189,0,3.0
330187,0,0.0
330186,0,114.0
330180,0,776.0
330178,0,236.0
330176,0,164.0
330175,0,810.0
330172,0,710.0
330171,0,178.0
330169,0,1226.0
330167,0,27.0
330166,0,67.0
330165,1,30775.0
330163,0,14.0
330161,0,217.0
330160,0,382.0
330158,0,6.0
330154,0,0.0
330151,1,54834.0
330150,0,86.0
330146,1,42108.0
330145,0,146.0
330144,0,1076.0
330143,0,254.0
330142,1,223217.0
330141,0,82.0
330140,0,27.0
330139,0,288.0
330137,0,6.0
330135,0,2.0
330132,1,43536.0
330131,0,183.0
330130,0,183.0
330129,0,126.0
330128,1,125356.0
330125,0,315.0
330124,1,8516.0
330123,0,9.0
330122,0,6.0
330121,0,2.0
330120,0,54.0
330119,0,6.0
330118,0,731.0
330117,0,65.0
330116,0,14.0
330115,0,55.0
330113,0,1023.0
330112,0,0.0
330111,0,0.0
330109,1,71114.0
330107,1,69689.0
330106,0,11.0
330105,1,69839.0
330102,0,33.0
330101,0,21.0
330100,0,584.0
330099,0,33.0
330098,0,1.0
330097,1,45094.0
330096,0,4540.0
330095,0,128.0
330094,1,32810.0
330089,0,249.0
330085,0,54.0
330084,0,109.0
330083,0,109.0
330082,0,357.0
330080,0,60.0
330078,0,418.0
330077,0,81.0
330076,0,0.0
330075,0,1225.0
330074,0,5.0
330073,0,1441.0
330071,0,49.0
330070,0,1069.0
330069,0,2565.0
330068,0,195.0
330067,1,44191.0
330063,0,101.0
330058,1,6049.0
330054,0,90.0
330044,0,120.0
330042,0,56.0
330041,1,5862.0
330040,1,12559.0
330038,0,24.0
330035,0,167.0
330030,0,234.0
330029,0,27.0
330026,0,639.0
330025,1,35290.0
330024,1,42691.0
330017,0,122.0
330013,1,41259.0
330012,0,237.0
330011,0,6.0
330009,0,10.0
330007,0,3246.0
330005,0,19.0
330003,0,729.0
330002,0,116.0
330000,0,232.0
329998,0,20.0
329995,0,12.0
329994,0,15.0
329986,0,152.0
329984,0,223.0
329972,0,2.0
329969,1,5297.0
329967,0,100.0
329964,0,677.0
329962,0,19.0
329961,1,64632.0
329960,0,192.0
329959,0,12.0
329957,0,102.0
329954,0,194.0
329953,0,4.0
329952,0,21.0
329950,0,85.0
329949,0,111.0
329945,0,10.0
329942,0,653.0
329941,0,43.0
329939,0,6.0
329937,0,836.0
329932,0,1011.0
329931,0,126.0
329929,0,202.0
329926,0,126.0
329925,0,571.0
329924,0,685.0
329922,0,201.0
329914,0,175.0
329912,0,669.0
329909,0,101.0
329899,1,24283.0
329898,0,16.0
329897,0,4.0
329896,0,851.0
329891,0,99.0
329889,1,15957.0
329884,0,1123.0
329883,0,33.0
329882,0,118.0
329881,0,10.0
329879,0,177.0
329877,0,909.0
329876,1,103161.0
329875,0,19.0
329872,0,116.0
329870,1,8493.0
329869,0,31.0
329868,0,359.0
329867,0,39.0
329865,0,60.0
329864,1,44168.0
329862,0,287.0
329861,0,366.0
329860,0,44.0
329858,0,8.0
329857,0,651.0
329856,0,4.0
329853,1,34245.0
329852,0,486.0
329849,0,76.0
329846,0,64.0
329845,0,99.0
329844,0,216.0
329839,0,549.0
329838,0,17.0
329837,0,1774.0
329834,0,321.0
329833,0,12.0
329832,0,133.0
329831,0,28.0
329828,1,40600.0
329825,0,407.0
329824,0,20.0
329819,0,15.0
329818,0,42.0
329817,1,38522.0
329810,0,254.0
329809,0,2.0
329808,0,27.0
329802,0,0.0
329799,0,15.0
329798,0,212.0
329797,0,32.0
329795,0,4.0
329794,0,126.0
329793,0,55.0
329792,1,47393.0
329791,0,360.0
329788,0,78.0
329786,0,523.0
329784,0,57.0
329783,0,396.0
329782,1,125713.0
329780,0,109.0
329778,0,250.0
329775,0,397.0
329774,0,37.0
329770,0,643.0
329759,0,563.0
329757,0,30.0
329748,0,111.0
329744,1,61546.0
329740,0,19.0
329736,0,234.0
329734,1,236613.0
329733,1,34060.0
329732,0,443.0
329731,0,302.0
329730,0,118.0
329729,1,11515.0
329728,0,30.0
329725,0,37.0
329723,0,61.0
329719,0,467.0
329718,0,251.0
329716,0,153.0
329715,1,131611.0
329714,0,142.0
329712,0,65.0
329711,0,19.0
329710,0,128.0
329708,0,52.0
329707,0,995.0
329706,0,873.0
329703,0,169.0
329701,1,33812.0
329700,1,44910.0
329699,0,416.0
329697,1,44083.0
329696,1,184299.0
329695,0,50.0
329692,0,252.0
329691,1,12321.0
329690,0,201.0
329689,1,36123.0
329688,0,0.0
329687,0,13.0
329686,0,278.0
329685,0,92.0
329683,0,1096.0
329682,1,19636.0
329681,0,750.0
329679,0,509.0
329678,0,0.0
329676,0,26.0
329674,0,232.0
329673,0,91.0
329670,0,12.0
329665,0,140.0
329663,0,21.0
329661,0,2.0
329660,0,15.0
329658,0,93.0
329655,0,1878.0
329653,0,590.0
329652,0,4.0
329650,0,462.0
329646,0,4186.0
329638,0,10.0
329637,0,39.0
329636,0,501.0
329634,0,118.0
329633,1,305375.0
329631,0,499.0
329629,1,7544.0
329628,1,20144.0
329623,0,111.0
329622,0,17.0
329620,1,10886.0
329617,0,40.0
329609,1,38776.0
329608,0,45.0
329607,0,121.0
329603,0,2755.0
329602,0,3356.0
329601,0,8.0
329599,0,62.0
329598,1,11884.0
329594,0,176.0
329593,0,181.0
329592,1,22269.0
329590,0,90.0
329586,0,31.0
329585,0,27.0
329581,0,53.0
329580,0,419.0
329579,0,485.0
329578,0,23.0
329576,0,243.0
329574,0,168.0
329573,0,117.0
329572,0,211.0
329570,0,3.0
329569,0,219.0
329568,0,1353.0
329567,0,2293.0
329566,0,169.0
329564,0,676.0
329563,0,2.0
329562,0,465.0
329557,0,16.0
329554,0,96.0
329553,0,10.0
329552,0,137.0
329548,0,13.0
329547,0,518.0
329542,0,87.0
329534,0,4.0
329533,0,2525.0
329532,0,435.0
329531,0,4012.0
329524,1,121296.0
329522,0,18.0
329519,1,7234.0
329518,0,151.0
329517,1,12504.0
329515,1,22941.0
329514,1,32376.0
329513,0,24.0
329510,0,312.0
329509,0,3566.0
329507,0,82.0
329506,1,88138.0
329505,0,237.0
329504,0,140.0
329503,1,38165.0
329502,0,0.0
329501,0,176.0
329500,0,4.0
329499,1,13165.0
329498,0,0.0
329493,0,2121.0
329492,0,1324.0
329487,0,1790.0
329486,0,1842.0
329485,0,1644.0
329484,0,1161.0
329483,0,1435.0
329481,1,7530.0
329480,0,2355.0
329478,0,113.0
329473,0,1670.0
329472,0,885.0
329470,0,3967.0
329467,1,7669.0
329466,0,408.0
329465,1,12435.0
329463,0,2616.0
329462,0,3381.0
329460,0,1526.0
329459,1,5805.0
329455,1,85174.0
329454,0,2165.0
329453,1,31109.0
329452,0,1396.0
329451,0,1578.0
329450,1,12208.0
329449,1,51279.0
329448,0,1639.0
329447,0,37.0
329446,1,24930.0
329444,0,0.0
329442,0,633.0
329441,0,2011.0
329438,1,21014.0
329437,0,1624.0
329433,0,205.0
329429,1,25076.0
329428,0,2132.0
329424,0,4.0
329420,0,2.0
329419,0,1437.0
329416,0,2537.0
329414,0,2126.0
329410,0,4.0
329408,0,316.0
329405,0,28.0
329400,0,64.0
329399,0,18.0
329398,0,102.0
329397,0,100.0
329396,0,15.0
329395,0,563.0
329394,0,62.0
329393,0,32.0
329391,0,170.0
329389,0,68.0
329387,0,42.0
329385,0,203.0
329384,0,2543.0
329383,0,306.0
329382,0,47.0
329381,0,24.0
329378,0,201.0
329377,0,257.0
329376,0,917.0
329374,0,184.0
329373,0,8.0
329372,0,58.0
329371,0,179.0
329368,0,1.0
329367,1,4837.0
329363,0,11.0
329362,0,357.0
329359,0,14.0
329356,1,10073.0
329355,0,4.0
329354,0,52.0
329353,0,18.0
329352,0,50.0
329351,0,29.0
329347,1,13675.0
329346,0,65.0
329345,0,1.0
329341,0,45.0
329338,0,83.0
329336,0,6.0
329335,0,24.0
329333,1,32832.0
329331,0,2938.0
329327,0,14.0
329325,1,13102.0
329324,1,7362.0
329323,1,16618.0
329318,0,139.0
329314,0,390.0
329311,0,186.0
329310,0,15.0
329307,0,24.0
329306,0,269.0
329304,0,109.0
329303,0,489.0
329301,0,1008.0
329299,0,2.0
329298,0,348.0
329297,0,70.0
329296,0,4410.0
329294,1,21243.0
329293,0,29.0
329292,0,1310.0
329290,0,45.0
329289,1,8301.0
329288,0,239.0
329286,0,2.0
329285,1,15983.0
329284,1,53584.0
329282,1,7764.0
329281,0,282.0
329279,1,8877.0
329278,0,442.0
329277,0,1.0
329276,0,11.0
329275,1,9093.0
329271,1,32339.0
329270,0,6.0
329269,0,132.0
329268,1,8539.0
329266,1,18171.0
329264,1,7015.0
329263,1,30423.0
329262,0,2.0
329260,0,1636.0
329259,0,908.0
329256,0,392.0
329255,0,95.0
329253,0,0.0
329252,0,928.0
329249,0,61.0
329247,0,160.0
