signal_type,period,warning_level,warning_count,warning_signals,evidence,affected_file,affected_developer
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,.npmrc,SimonSiefke
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,build/azure-pipelines/product-build.yml,SimonSiefke
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,build/azure-pipelines/product-quality-checks.yml,SimonSiefke
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,build/checksums/electron.txt,SimonSiefke
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,build/gulpfile.vscode.ts,SimonSiefke
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,extensions/copilot/package.nls.json,SimonSiefke
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,extensions/copilot/src/extension/conversation/vscode-node/test/languageModelAccess.test.ts,SimonSiefke
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,extensions/copilot/src/extension/conversation/common/languageModelAccess.ts,SimonSiefke
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,.agents/skills/launch/SKILL.md,SimonSiefke
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,.github/workflows/component-fixtures.yml,SimonSiefke
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,build/azure-pipelines/common/sanity-tests.yml,SimonSiefke
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,eslint.config.js,SimonSiefke
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,remote/package-lock.json,SimonSiefke
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,remote/package.json,SimonSiefke
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,remote/web/package-lock.json,SimonSiefke
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,remote/web/package.json,SimonSiefke
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,.agents/skills/launch/scripts/launch.sh,SimonSiefke
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,.github/CODEOWNERS,SimonSiefke
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,.github/workflows/pr-node-modules.yml,SimonSiefke
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,.github/workflows/pr.yml,SimonSiefke
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,build/azure-pipelines/linux/steps/product-build-linux-compile.yml,SimonSiefke
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,cgmanifest.json,SimonSiefke
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,extensions/copilot/src/extension/conversation/vscode-node/languageModelAccess.ts,SimonSiefke
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,extensions/copilot/src/platform/configuration/common/configurationService.ts,SimonSiefke
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,src/vs/platform/agentHost/common/agentService.ts,SimonSiefke
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,src/vs/platform/agentHost/node/claude/claudeAgent.ts,SimonSiefke
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,.github/instructions/best-practices.instructions.md,SimonSiefke
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,.github/workflows/no-engineering-system-changes.yml,SimonSiefke
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,.github/workflows/pr-linux-test.yml,SimonSiefke
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,build/azure-pipelines/darwin/steps/product-build-darwin-compile.yml,SimonSiefke
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,build/azure-pipelines/dependencies-check.yml,SimonSiefke
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,build/azure-pipelines/win32/steps/product-build-win32-compile.yml,SimonSiefke
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,extensions/copilot/src/platform/endpoint/node/chatEndpoint.ts,SimonSiefke
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,src/vs/platform/agentHost/node/agentService.ts,SimonSiefke
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,src/vs/platform/agentHost/node/agentSideEffects.ts,SimonSiefke
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,.github/copilot-instructions.md,SimonSiefke
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,build/.cachesalt,SimonSiefke
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,build/.moduleignore,SimonSiefke
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,build/azure-pipelines/product-smoke-flaky.yml,SimonSiefke
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,build/azure-pipelines/web/product-build-web.yml,SimonSiefke
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,build/lib/copilot.ts,SimonSiefke
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,extensions/copilot/src/platform/endpoint/node/responsesApi.ts,SimonSiefke
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,src/vs/platform/agentHost/browser/remoteAgentHostProtocolClient.ts,SimonSiefke
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,src/vs/platform/agentHost/common/agentHostSchema.ts,SimonSiefke
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,src/vs/platform/agentHost/common/state/sessionState.ts,SimonSiefke
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,src/vs/platform/agentHost/node/agentHostTelemetryReporter.ts,SimonSiefke
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,.github/skills/agent-host-e2e-tests/SKILL.md,SimonSiefke
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,.github/skills/agent-host-logs/SKILL.md,SimonSiefke
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,.github/skills/chat-customizations-editor/SKILL.md,SimonSiefke
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,build/azure-pipelines/alpine/product-build-alpine.yml,SimonSiefke
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,build/azure-pipelines/darwin/product-build-darwin-node-modules.yml,SimonSiefke
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,build/azure-pipelines/darwin/product-smoke-flaky-darwin.yml,SimonSiefke
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,build/azure-pipelines/linux/product-build-linux-node-modules.yml,SimonSiefke
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,build/azure-pipelines/linux/product-smoke-flaky-linux.yml,SimonSiefke
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,build/azure-pipelines/win32/product-smoke-flaky-win32.yml,SimonSiefke
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,build/lib/test/copilot.test.ts,SimonSiefke
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,build/rspack/rspack.serve-out.config.mts,SimonSiefke
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,cli/src/commands/agent_host.rs,SimonSiefke
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,cli/src/commands/agent_ps.rs,SimonSiefke
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,cli/src/tunnels/agent_host.rs,SimonSiefke
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,extensions/copilot/src/extension/byok/vscode-node/test/customEndpointProvider.spec.ts,SimonSiefke
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,extensions/copilot/src/extension/intents/node/agentIntent.ts,SimonSiefke
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,extensions/copilot/src/platform/networking/common/networking.ts,SimonSiefke
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,extensions/markdown-language-features/package.json,SimonSiefke
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,src/vs/code/electron-main/app.ts,SimonSiefke
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,src/vs/platform/agentHost/node/agentHostMain.ts,SimonSiefke
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,src/vs/platform/agentHost/node/agentHostStateManager.ts,SimonSiefke
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,.github/instructions/css-best-practices.instructions.md,SimonSiefke
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,.github/skills/policy-and-managed-settings/local-testing.md,SimonSiefke
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,.github/workflows/copilot-setup-steps.yml,SimonSiefke
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,.github/workflows/monaco-editor.yml,SimonSiefke
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,build/azure-pipelines/alpine/product-build-alpine-node-modules.yml,SimonSiefke
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,build/checksums/nodejs.txt,SimonSiefke
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,build/gulpfile.vscode.web.ts,SimonSiefke
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,build/lib/stylelint/validateHasSelectors.ts,SimonSiefke
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,build/lib/test/rootAnchoredHas.test.ts,SimonSiefke
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,extensions/copilot/README.md,SimonSiefke
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,extensions/copilot/chat-lib/package-lock.json,SimonSiefke
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,extensions/copilot/src/extension/byok/node/openAIEndpoint.ts,SimonSiefke
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,extensions/copilot/src/platform/endpoint/node/test/responsesApi.spec.ts,SimonSiefke
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,src/vs/platform/agentHost/browser/nullAgentHostService.ts,SimonSiefke
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,src/vs/platform/agentHost/node/agentHostServerMain.ts,SimonSiefke
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,src/vs/platform/agentHost/node/codex/codexAgent.ts,SimonSiefke
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,.github/instructions/buildNext.instructions.md,SimonSiefke
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,.github/workflows/chat-lib-package.yml,SimonSiefke
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,.github/workflows/chat-perf.yml,SimonSiefke
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,.gitignore,SimonSiefke
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,.vscode/tasks.json,SimonSiefke
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,build/agent-sdk/agents/codex/package-lock.json,SimonSiefke
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,build/agent-sdk/agents/codex/package.json,SimonSiefke
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,build/azure-pipelines/web/product-build-web-node-modules.yml,SimonSiefke
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,build/azure-pipelines/win32/product-build-win32-node-modules.yml,SimonSiefke
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,build/codex/codex-version.txt,SimonSiefke
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,build/win32/code.iss,SimonSiefke
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,cli/Cargo.lock,SimonSiefke
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,cli/Cargo.toml,SimonSiefke
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,cli/src/commands/agent_discovery.rs,SimonSiefke
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,cli/src/tunnels/control_server.rs,SimonSiefke
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,extensions/copilot/docs/monitoring/agent_monitoring.md,SimonSiefke
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,extensions/copilot/src/extension/byok/node/test/openAIEndpoint.spec.ts,SimonSiefke
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,extensions/copilot/src/extension/chatInputNotification/vscode-node/byokUtilityModel.contribution.ts,SimonSiefke
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,extensions/copilot/src/extension/chatInputNotification/vscode-node/test/byokUtilityModel.contribution.spec.ts,SimonSiefke
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,extensions/copilot/src/extension/chatSessions/vscode-node/copilotCloudSessionsProvider.ts,SimonSiefke
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,extensions/copilot/src/platform/endpoint/node/test/copilotChatEndpoint.spec.ts,SimonSiefke
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,src/vs/platform/agentHost/common/agentHostEnablementService.ts,SimonSiefke
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,src/vs/platform/agentHost/common/agentHostStarter.config.contribution.ts,SimonSiefke
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,src/vs/platform/agentHost/electron-browser/localAgentHostService.ts,SimonSiefke
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,src/vs/platform/agentHost/node/claude/claudeAgentSession.ts,SimonSiefke
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,src/vs/platform/agentHost/node/claude/claudeSdkOptions.ts,SimonSiefke
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,.eslint-allowed-javascript-files,SimonSiefke
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,.eslint-ignore,SimonSiefke
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,.eslint-plugin-local/code-no-telemetry-common-property.ts,SimonSiefke
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,.github/agents/data.md,SimonSiefke
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,.github/instructions/agentHostTesting.instructions.md,SimonSiefke
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,.github/instructions/design-tokens.instructions.md,SimonSiefke
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,.github/instructions/sessions.instructions.md,SimonSiefke
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,.github/skills/policy-and-managed-settings/github-managed-settings.md,SimonSiefke
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,.github/workflows/css-order-scan.yml,SimonSiefke
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,README.md,SimonSiefke
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,build/agent-sdk/agents/claude/package-lock.json,SimonSiefke
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,build/agent-sdk/agents/claude/package.json,SimonSiefke
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,build/azure-pipelines/copilot/setup-steps.yml,SimonSiefke
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,build/filters.ts,SimonSiefke
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,build/gulpfile.reh.ts,SimonSiefke
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,build/rspack/package-lock.json,SimonSiefke
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,build/stylelint.ts,SimonSiefke
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,cli/src/commands/agent.rs,SimonSiefke
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,extensions/copilot/.github/copilot-instructions.md,SimonSiefke
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,extensions/copilot/src/extension/byok/common/byokProvider.ts,SimonSiefke
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,extensions/copilot/src/extension/xtab/node/xtabProvider.ts,SimonSiefke
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,extensions/markdown-language-features/src/preview/markdownEditorProvider.ts,SimonSiefke
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,src/vs/base/common/codiconsLibrary.ts,SimonSiefke
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,src/vs/platform/actionWidget/browser/actionList.ts,SimonSiefke
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,src/vs/platform/actionWidget/browser/actionWidget.css,SimonSiefke
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,src/vs/platform/actionWidget/test/browser/actionList.test.ts,SimonSiefke
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,src/vs/platform/agentHost/common/agentHostByokLm.ts,SimonSiefke
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,src/vs/platform/agentHost/node/claude/claudeMapSessionEvents.ts,SimonSiefke
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,.github/skills/add-policy/SKILL.md,SimonSiefke
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,.github/skills/policy-and-managed-settings/SKILL.md,SimonSiefke
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,.github/skills/policy-and-managed-settings/legacy-permission-policy.md,SimonSiefke
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,.github/skills/policy-and-managed-settings/sdk-runtime-policy.md,SimonSiefke
