entity_type,entity_id,related_type,related_id,direct_or_indirect,relationship,impact_depth,impact_path
PR,335918,COMMIT,13610a4b86f69664d6d4882bb9e39f7c12af306e,INDIRECT,COMMIT_MODIFIES_FILE,3,PR:335918 -> COMMIT:adc9092582503ef136344e5d017aa68b3c10c944 -> FILE:src/vs/platform/agentHost/node/copilot/copilotAgent.ts -> COMMIT:13610a4b86f69664d6d4882bb9e39f7c12af306e
PR,335918,COMMIT,57b8900d495a291c0fcb7cccdf20f96a7802748d,INDIRECT,COMMIT_MODIFIES_FILE,3,PR:335918 -> COMMIT:adc9092582503ef136344e5d017aa68b3c10c944 -> FILE:src/vs/platform/agentHost/node/copilot/copilotAgent.ts -> COMMIT:57b8900d495a291c0fcb7cccdf20f96a7802748d
PR,335918,COMMIT,678adf5c74b39d14c49f3d1d93fd6c00082a3a09,INDIRECT,COMMIT_MODIFIES_FILE,3,PR:335918 -> COMMIT:adc9092582503ef136344e5d017aa68b3c10c944 -> FILE:src/vs/platform/agentHost/node/copilot/copilotAgent.ts -> COMMIT:678adf5c74b39d14c49f3d1d93fd6c00082a3a09
PR,335918,COMMIT,587d3c0eed5fdfa98233a6d1f36c7ca9a7ec77ed,INDIRECT,COMMIT_MODIFIES_FILE,3,PR:335918 -> COMMIT:adc9092582503ef136344e5d017aa68b3c10c944 -> FILE:src/vs/platform/agentHost/node/copilot/copilotAgent.ts -> COMMIT:587d3c0eed5fdfa98233a6d1f36c7ca9a7ec77ed
PR,335918,COMMIT,49ff4350bae2bda17c389d7d553acc5b386cbdcc,INDIRECT,COMMIT_MODIFIES_FILE,3,PR:335918 -> COMMIT:adc9092582503ef136344e5d017aa68b3c10c944 -> FILE:src/vs/platform/agentHost/node/copilot/copilotAgent.ts -> COMMIT:49ff4350bae2bda17c389d7d553acc5b386cbdcc
PR,335918,COMMIT,d04e56b2b7a7bc7322f04b1ccbbe5c3a0d970bc9,INDIRECT,COMMIT_MODIFIES_FILE,3,PR:335918 -> COMMIT:adc9092582503ef136344e5d017aa68b3c10c944 -> FILE:src/vs/platform/agentHost/node/copilot/copilotAgent.ts -> COMMIT:d04e56b2b7a7bc7322f04b1ccbbe5c3a0d970bc9
PR,335918,COMMIT,4951f90655c62d358eb40a302b9d0ba3d9bfd907,INDIRECT,COMMIT_MODIFIES_FILE,3,PR:335918 -> COMMIT:adc9092582503ef136344e5d017aa68b3c10c944 -> FILE:src/vs/platform/agentHost/node/copilot/copilotAgent.ts -> COMMIT:4951f90655c62d358eb40a302b9d0ba3d9bfd907
PR,335918,COMMIT,62392b8b6b613df86819c140a01b6fa76050ca1f,INDIRECT,COMMIT_MODIFIES_FILE,3,PR:335918 -> COMMIT:adc9092582503ef136344e5d017aa68b3c10c944 -> FILE:src/vs/platform/agentHost/node/copilot/copilotAgent.ts -> COMMIT:62392b8b6b613df86819c140a01b6fa76050ca1f
PR,335918,COMMIT,770c585c3b5d1c2830812da0e70ece765a60b4b1,INDIRECT,COMMIT_MODIFIES_FILE,3,PR:335918 -> COMMIT:adc9092582503ef136344e5d017aa68b3c10c944 -> FILE:src/vs/platform/agentHost/node/copilot/copilotAgent.ts -> COMMIT:770c585c3b5d1c2830812da0e70ece765a60b4b1
PR,335918,COMMIT,c76cfb9d3f3535ef06538ff145ee30a405000a85,INDIRECT,COMMIT_MODIFIES_FILE,3,PR:335918 -> COMMIT:adc9092582503ef136344e5d017aa68b3c10c944 -> FILE:src/vs/platform/agentHost/node/copilot/copilotAgent.ts -> COMMIT:c76cfb9d3f3535ef06538ff145ee30a405000a85
PR,335918,COMMIT,1feec19acd64718b3d96e52224430cdf8fe6caf1,INDIRECT,COMMIT_MODIFIES_FILE,3,PR:335918 -> COMMIT:adc9092582503ef136344e5d017aa68b3c10c944 -> FILE:src/vs/platform/agentHost/node/copilot/copilotAgent.ts -> COMMIT:1feec19acd64718b3d96e52224430cdf8fe6caf1
PR,335918,COMMIT,37bc19ad182de684704603b08cce46f77918f22c,INDIRECT,COMMIT_MODIFIES_FILE,3,PR:335918 -> COMMIT:adc9092582503ef136344e5d017aa68b3c10c944 -> FILE:src/vs/platform/agentHost/node/copilot/copilotAgent.ts -> COMMIT:37bc19ad182de684704603b08cce46f77918f22c
PR,335918,COMMIT,7cf24c138a15a444f9e6a46f82b5e938b6949fea,INDIRECT,COMMIT_MODIFIES_FILE,3,PR:335918 -> COMMIT:adc9092582503ef136344e5d017aa68b3c10c944 -> FILE:src/vs/platform/agentHost/node/copilot/copilotAgent.ts -> COMMIT:7cf24c138a15a444f9e6a46f82b5e938b6949fea
PR,335918,COMMIT,dae6a4af68dcf81983ce5e2e59472f3688f59db7,INDIRECT,COMMIT_MODIFIES_FILE,3,PR:335918 -> COMMIT:adc9092582503ef136344e5d017aa68b3c10c944 -> FILE:src/vs/platform/agentHost/node/copilot/copilotAgent.ts -> COMMIT:dae6a4af68dcf81983ce5e2e59472f3688f59db7
PR,335918,COMMIT,8b2f641df22be0d9e9225aa74e1b9363b98b2753,INDIRECT,COMMIT_MODIFIES_FILE,3,PR:335918 -> COMMIT:adc9092582503ef136344e5d017aa68b3c10c944 -> FILE:src/vs/platform/agentHost/node/copilot/copilotAgent.ts -> COMMIT:8b2f641df22be0d9e9225aa74e1b9363b98b2753
PR,335918,COMMIT,c8279579cd3ced28fc392bba03ba7d3e2b735ec9,INDIRECT,COMMIT_MODIFIES_FILE,3,PR:335918 -> COMMIT:adc9092582503ef136344e5d017aa68b3c10c944 -> FILE:src/vs/platform/agentHost/node/copilot/copilotAgent.ts -> COMMIT:c8279579cd3ced28fc392bba03ba7d3e2b735ec9
PR,335918,COMMIT,e571fd6253368dcd66b81ba5d5aeebfbb490060f,INDIRECT,COMMIT_MODIFIES_FILE,3,PR:335918 -> COMMIT:adc9092582503ef136344e5d017aa68b3c10c944 -> FILE:src/vs/platform/agentHost/node/copilot/copilotAgent.ts -> COMMIT:e571fd6253368dcd66b81ba5d5aeebfbb490060f
PR,335918,COMMIT,c7505f9463c04a72a2b3a6833a2f35c596e1f07f,INDIRECT,COMMIT_MODIFIES_FILE,3,PR:335918 -> COMMIT:adc9092582503ef136344e5d017aa68b3c10c944 -> FILE:src/vs/platform/agentHost/node/copilot/copilotAgent.ts -> COMMIT:c7505f9463c04a72a2b3a6833a2f35c596e1f07f
PR,335918,COMMIT,4ef887d9628467a2f8b6899334c1cb4a4d035756,INDIRECT,COMMIT_MODIFIES_FILE,3,PR:335918 -> COMMIT:adc9092582503ef136344e5d017aa68b3c10c944 -> FILE:src/vs/platform/agentHost/node/copilot/copilotAgent.ts -> COMMIT:4ef887d9628467a2f8b6899334c1cb4a4d035756
PR,335918,COMMIT,b4061ef009fce76d6f1d671c783076564f7256f0,INDIRECT,COMMIT_MODIFIES_FILE,3,PR:335918 -> COMMIT:adc9092582503ef136344e5d017aa68b3c10c944 -> FILE:src/vs/platform/agentHost/node/copilot/copilotAgent.ts -> COMMIT:b4061ef009fce76d6f1d671c783076564f7256f0
PR,335918,COMMIT,bc3650bf6b12a5e4b3f8791a91fcfc69dfc8b91f,INDIRECT,COMMIT_MODIFIES_FILE,3,PR:335918 -> COMMIT:adc9092582503ef136344e5d017aa68b3c10c944 -> FILE:src/vs/platform/agentHost/node/copilot/copilotAgent.ts -> COMMIT:bc3650bf6b12a5e4b3f8791a91fcfc69dfc8b91f
PR,335918,COMMIT,e031125ee00239b683545a5e4793841294e3ce42,INDIRECT,COMMIT_MODIFIES_FILE,3,PR:335918 -> COMMIT:adc9092582503ef136344e5d017aa68b3c10c944 -> FILE:src/vs/platform/agentHost/node/copilot/copilotAgent.ts -> COMMIT:e031125ee00239b683545a5e4793841294e3ce42
PR,335918,COMMIT,7fb34ffc0894a6920801d5106728e6a388e0f99b,INDIRECT,COMMIT_MODIFIES_FILE,3,PR:335918 -> COMMIT:adc9092582503ef136344e5d017aa68b3c10c944 -> FILE:src/vs/platform/agentHost/node/copilot/copilotAgent.ts -> COMMIT:7fb34ffc0894a6920801d5106728e6a388e0f99b
PR,335918,COMMIT,3aae3f8706c7f3cd5e3af1b1482c118fa0b4e256,INDIRECT,COMMIT_MODIFIES_FILE,3,PR:335918 -> COMMIT:adc9092582503ef136344e5d017aa68b3c10c944 -> FILE:src/vs/platform/agentHost/node/copilot/copilotAgent.ts -> COMMIT:3aae3f8706c7f3cd5e3af1b1482c118fa0b4e256
PR,335918,COMMIT,1d50f053e02650da79241212bde50487bc2c9c82,INDIRECT,COMMIT_MODIFIES_FILE,3,PR:335918 -> COMMIT:adc9092582503ef136344e5d017aa68b3c10c944 -> FILE:src/vs/platform/agentHost/node/copilot/copilotAgent.ts -> COMMIT:1d50f053e02650da79241212bde50487bc2c9c82
PR,335918,COMMIT,61f45b3ca08a32209ea1183a69539251db7c004d,INDIRECT,COMMIT_MODIFIES_FILE,3,PR:335918 -> COMMIT:adc9092582503ef136344e5d017aa68b3c10c944 -> FILE:src/vs/platform/agentHost/node/copilot/copilotAgent.ts -> COMMIT:61f45b3ca08a32209ea1183a69539251db7c004d
PR,335918,COMMIT,7e6674f29781dfcbf483fdc0d4432e3a925383ac,INDIRECT,COMMIT_MODIFIES_FILE,3,PR:335918 -> COMMIT:adc9092582503ef136344e5d017aa68b3c10c944 -> FILE:src/vs/platform/agentHost/node/copilot/copilotAgent.ts -> COMMIT:7e6674f29781dfcbf483fdc0d4432e3a925383ac
PR,335918,COMMIT,1d7a79d3ab691e9e567e330f4eb3786c3b4b7dca,INDIRECT,COMMIT_MODIFIES_FILE,3,PR:335918 -> COMMIT:adc9092582503ef136344e5d017aa68b3c10c944 -> FILE:src/vs/platform/agentHost/node/copilot/copilotAgent.ts -> COMMIT:1d7a79d3ab691e9e567e330f4eb3786c3b4b7dca
PR,335918,COMMIT,27c67ecebd0dcb0d9ddddc432a15184b12ecd806,INDIRECT,COMMIT_MODIFIES_FILE,3,PR:335918 -> COMMIT:adc9092582503ef136344e5d017aa68b3c10c944 -> FILE:src/vs/platform/agentHost/node/copilot/copilotAgent.ts -> COMMIT:27c67ecebd0dcb0d9ddddc432a15184b12ecd806
PR,335918,COMMIT,24e8e3ee952ba5d0da51eba609b53c0636bcd2e0,INDIRECT,COMMIT_MODIFIES_FILE,3,PR:335918 -> COMMIT:adc9092582503ef136344e5d017aa68b3c10c944 -> FILE:src/vs/platform/agentHost/node/copilot/copilotAgent.ts -> COMMIT:24e8e3ee952ba5d0da51eba609b53c0636bcd2e0
PR,335918,COMMIT,dfc661b22d60036685512e014939f2aba1787336,INDIRECT,COMMIT_MODIFIES_FILE,3,PR:335918 -> COMMIT:adc9092582503ef136344e5d017aa68b3c10c944 -> FILE:src/vs/platform/agentHost/node/copilot/copilotAgent.ts -> COMMIT:dfc661b22d60036685512e014939f2aba1787336
PR,335918,COMMIT,3c440acf475fae35f78665d6256d692f5da22c8d,INDIRECT,COMMIT_MODIFIES_FILE,3,PR:335918 -> COMMIT:adc9092582503ef136344e5d017aa68b3c10c944 -> FILE:src/vs/platform/agentHost/node/copilot/copilotAgent.ts -> COMMIT:3c440acf475fae35f78665d6256d692f5da22c8d
PR,335918,COMMIT,0121bcee82380759aaa03acf744ceac8e0ec7946,INDIRECT,COMMIT_MODIFIES_FILE,3,PR:335918 -> COMMIT:adc9092582503ef136344e5d017aa68b3c10c944 -> FILE:src/vs/platform/agentHost/node/copilot/copilotAgent.ts -> COMMIT:0121bcee82380759aaa03acf744ceac8e0ec7946
PR,335918,COMMIT,2e29b8a82a4b0c33de60e66a8b8d326cd0ee2be0,INDIRECT,COMMIT_MODIFIES_FILE,3,PR:335918 -> COMMIT:adc9092582503ef136344e5d017aa68b3c10c944 -> FILE:src/vs/platform/agentHost/node/copilot/copilotAgent.ts -> COMMIT:2e29b8a82a4b0c33de60e66a8b8d326cd0ee2be0
PR,335918,COMMIT,bcb6740201c16875ebe1a5f52558d53d9a6ef8c7,INDIRECT,COMMIT_MODIFIES_FILE,3,PR:335918 -> COMMIT:adc9092582503ef136344e5d017aa68b3c10c944 -> FILE:src/vs/platform/agentHost/node/copilot/copilotAgent.ts -> COMMIT:bcb6740201c16875ebe1a5f52558d53d9a6ef8c7
PR,335918,COMMIT,2a72bd6369ede57c66d1311d5db6ec28b9d0d9c6,INDIRECT,COMMIT_MODIFIES_FILE,3,PR:335918 -> COMMIT:adc9092582503ef136344e5d017aa68b3c10c944 -> FILE:src/vs/platform/agentHost/node/copilot/copilotAgent.ts -> COMMIT:2a72bd6369ede57c66d1311d5db6ec28b9d0d9c6
PR,335918,COMMIT,8c7e6300f603a7e11f6257db1717db802c2ffd5d,INDIRECT,COMMIT_MODIFIES_FILE,3,PR:335918 -> COMMIT:adc9092582503ef136344e5d017aa68b3c10c944 -> FILE:src/vs/platform/agentHost/node/copilot/copilotAgent.ts -> COMMIT:8c7e6300f603a7e11f6257db1717db802c2ffd5d
PR,335918,COMMIT,b12c127ddcc27ed66f018083fffa4f85e79db0b8,INDIRECT,COMMIT_MODIFIES_FILE,3,PR:335918 -> COMMIT:adc9092582503ef136344e5d017aa68b3c10c944 -> FILE:src/vs/platform/agentHost/node/copilot/copilotAgent.ts -> COMMIT:b12c127ddcc27ed66f018083fffa4f85e79db0b8
PR,335918,COMMIT,734621085b97083230c19dc6e79057cd655f5e12,INDIRECT,COMMIT_MODIFIES_FILE,3,PR:335918 -> COMMIT:adc9092582503ef136344e5d017aa68b3c10c944 -> FILE:src/vs/platform/agentHost/node/copilot/copilotAgent.ts -> COMMIT:734621085b97083230c19dc6e79057cd655f5e12
PR,335918,COMMIT,b10ebed1c4f63bef067a5a7375acc3e4cf16fe8c,INDIRECT,COMMIT_MODIFIES_FILE,3,PR:335918 -> COMMIT:adc9092582503ef136344e5d017aa68b3c10c944 -> FILE:src/vs/platform/agentHost/node/copilot/copilotAgent.ts -> COMMIT:b10ebed1c4f63bef067a5a7375acc3e4cf16fe8c
PR,335918,COMMIT,eebcbcc229860f756408a963bfc50d10ab04cd4d,INDIRECT,COMMIT_MODIFIES_FILE,3,PR:335918 -> COMMIT:adc9092582503ef136344e5d017aa68b3c10c944 -> FILE:src/vs/platform/agentHost/node/copilot/copilotAgent.ts -> COMMIT:eebcbcc229860f756408a963bfc50d10ab04cd4d
PR,335918,COMMIT,3f37e7f8ca9aa448476987626373e44766f0f33b,INDIRECT,COMMIT_MODIFIES_FILE,3,PR:335918 -> COMMIT:adc9092582503ef136344e5d017aa68b3c10c944 -> FILE:src/vs/platform/agentHost/node/copilot/copilotAgent.ts -> COMMIT:3f37e7f8ca9aa448476987626373e44766f0f33b
PR,335918,COMMIT,e8bb8776a8f213fe83576a14957ee43b6c1902d6,INDIRECT,COMMIT_MODIFIES_FILE,3,PR:335918 -> COMMIT:adc9092582503ef136344e5d017aa68b3c10c944 -> FILE:src/vs/platform/agentHost/node/copilot/copilotAgent.ts -> COMMIT:e8bb8776a8f213fe83576a14957ee43b6c1902d6
PR,335918,COMMIT,cb76a1543c2ab6e6085b91e45cc7790af533c5de,INDIRECT,COMMIT_MODIFIES_FILE,3,PR:335918 -> COMMIT:adc9092582503ef136344e5d017aa68b3c10c944 -> FILE:src/vs/platform/agentHost/node/copilot/copilotAgent.ts -> COMMIT:cb76a1543c2ab6e6085b91e45cc7790af533c5de
PR,335918,COMMIT,a9ad8f9a8bf62e140ab7897f453eac2dd61b4a7f,INDIRECT,COMMIT_MODIFIES_FILE,3,PR:335918 -> COMMIT:adc9092582503ef136344e5d017aa68b3c10c944 -> FILE:src/vs/platform/agentHost/node/copilot/copilotAgent.ts -> COMMIT:a9ad8f9a8bf62e140ab7897f453eac2dd61b4a7f
PR,335918,COMMIT,d17b3b9b819b5e95dd53dd484ec712ec1a30073e,INDIRECT,COMMIT_MODIFIES_FILE,3,PR:335918 -> COMMIT:adc9092582503ef136344e5d017aa68b3c10c944 -> FILE:src/vs/platform/agentHost/node/copilot/copilotAgent.ts -> COMMIT:d17b3b9b819b5e95dd53dd484ec712ec1a30073e
PR,335918,COMMIT,6b7e1c40e1e89949a5af3931c50efaea767def76,INDIRECT,COMMIT_MODIFIES_FILE,3,PR:335918 -> COMMIT:adc9092582503ef136344e5d017aa68b3c10c944 -> FILE:src/vs/platform/agentHost/node/copilot/copilotAgent.ts -> COMMIT:6b7e1c40e1e89949a5af3931c50efaea767def76
PR,335918,COMMIT,983c6abb1197a47b06c3f3e582b8bf98a6bd9d20,INDIRECT,COMMIT_MODIFIES_FILE,3,PR:335918 -> COMMIT:adc9092582503ef136344e5d017aa68b3c10c944 -> FILE:src/vs/platform/agentHost/node/copilot/copilotAgent.ts -> COMMIT:983c6abb1197a47b06c3f3e582b8bf98a6bd9d20
PR,335918,COMMIT,69e851e3343b2e5e22e46103e97805eb44b59edf,INDIRECT,COMMIT_MODIFIES_FILE,3,PR:335918 -> COMMIT:adc9092582503ef136344e5d017aa68b3c10c944 -> FILE:src/vs/platform/agentHost/node/copilot/copilotAgent.ts -> COMMIT:69e851e3343b2e5e22e46103e97805eb44b59edf
PR,335918,COMMIT,0034b5a1218ea02f132aae3c69790ca82fa32ae4,INDIRECT,COMMIT_MODIFIES_FILE,3,PR:335918 -> COMMIT:adc9092582503ef136344e5d017aa68b3c10c944 -> FILE:src/vs/platform/agentHost/node/copilot/copilotAgent.ts -> COMMIT:0034b5a1218ea02f132aae3c69790ca82fa32ae4
PR,335918,COMMIT,695bd6571ebea6a9953e5e355aa405dac2f80d09,INDIRECT,COMMIT_MODIFIES_FILE,3,PR:335918 -> COMMIT:adc9092582503ef136344e5d017aa68b3c10c944 -> FILE:src/vs/platform/agentHost/node/copilot/copilotAgent.ts -> COMMIT:695bd6571ebea6a9953e5e355aa405dac2f80d09
PR,335918,COMMIT,2b03265bee0e6a6b3b2ef3ecf7e648dc11dfc21a,INDIRECT,COMMIT_MODIFIES_FILE,3,PR:335918 -> COMMIT:adc9092582503ef136344e5d017aa68b3c10c944 -> FILE:src/vs/platform/agentHost/node/copilot/copilotAgent.ts -> COMMIT:2b03265bee0e6a6b3b2ef3ecf7e648dc11dfc21a
PR,335918,COMMIT,4a2a236efa614a575031b6b554745ee1248fd2cf,INDIRECT,COMMIT_MODIFIES_FILE,3,PR:335918 -> COMMIT:adc9092582503ef136344e5d017aa68b3c10c944 -> FILE:src/vs/platform/agentHost/node/copilot/copilotAgent.ts -> COMMIT:4a2a236efa614a575031b6b554745ee1248fd2cf
PR,335918,COMMIT,c07a0dd90026cbb6b342c22d4e94135b251e6a32,INDIRECT,COMMIT_MODIFIES_FILE,3,PR:335918 -> COMMIT:adc9092582503ef136344e5d017aa68b3c10c944 -> FILE:src/vs/platform/agentHost/node/copilot/copilotAgent.ts -> COMMIT:c07a0dd90026cbb6b342c22d4e94135b251e6a32
PR,335918,COMMIT,1444f8143d31faf45027129dc2eb5d1cd09f395b,INDIRECT,COMMIT_MODIFIES_FILE,3,PR:335918 -> COMMIT:adc9092582503ef136344e5d017aa68b3c10c944 -> FILE:src/vs/platform/agentHost/node/copilot/copilotAgent.ts -> COMMIT:1444f8143d31faf45027129dc2eb5d1cd09f395b
PR,335918,COMMIT,a8dad0c0d8d914562e805e1fd13bb66a910fdd72,INDIRECT,COMMIT_MODIFIES_FILE,3,PR:335918 -> COMMIT:adc9092582503ef136344e5d017aa68b3c10c944 -> FILE:src/vs/platform/agentHost/node/copilot/copilotAgent.ts -> COMMIT:a8dad0c0d8d914562e805e1fd13bb66a910fdd72
PR,335918,COMMIT,388a4dfb5b6aeeed1b3530fcc085c83f880fcd10,INDIRECT,COMMIT_MODIFIES_FILE,3,PR:335918 -> COMMIT:adc9092582503ef136344e5d017aa68b3c10c944 -> FILE:src/vs/platform/agentHost/node/copilot/copilotAgent.ts -> COMMIT:388a4dfb5b6aeeed1b3530fcc085c83f880fcd10
PR,335918,COMMIT,ef98af78f82b3206005261f7a09deec204d8df3f,INDIRECT,COMMIT_MODIFIES_FILE,3,PR:335918 -> COMMIT:adc9092582503ef136344e5d017aa68b3c10c944 -> FILE:src/vs/platform/agentHost/node/copilot/copilotAgent.ts -> COMMIT:ef98af78f82b3206005261f7a09deec204d8df3f
PR,335918,COMMIT,c101c66c8975310ae80e4951ec669eb463104508,INDIRECT,COMMIT_MODIFIES_FILE,3,PR:335918 -> COMMIT:adc9092582503ef136344e5d017aa68b3c10c944 -> FILE:src/vs/platform/agentHost/node/copilot/copilotAgent.ts -> COMMIT:c101c66c8975310ae80e4951ec669eb463104508
PR,335918,COMMIT,0c264e641d65c338eb1fb794f94e0921bc81ffd6,INDIRECT,COMMIT_MODIFIES_FILE,3,PR:335918 -> COMMIT:adc9092582503ef136344e5d017aa68b3c10c944 -> FILE:src/vs/platform/agentHost/node/copilot/copilotAgent.ts -> COMMIT:0c264e641d65c338eb1fb794f94e0921bc81ffd6
PR,335918,COMMIT,b2ed52613dc73aa4a10fd59c67826f0c48400404,INDIRECT,COMMIT_MODIFIES_FILE,3,PR:335918 -> COMMIT:adc9092582503ef136344e5d017aa68b3c10c944 -> FILE:src/vs/platform/agentHost/node/copilot/copilotAgent.ts -> COMMIT:b2ed52613dc73aa4a10fd59c67826f0c48400404
PR,335918,COMMIT,37f57baf88c5a07349e8981464bb0b4161028f4b,INDIRECT,COMMIT_MODIFIES_FILE,3,PR:335918 -> COMMIT:adc9092582503ef136344e5d017aa68b3c10c944 -> FILE:src/vs/platform/agentHost/node/copilot/copilotAgent.ts -> COMMIT:37f57baf88c5a07349e8981464bb0b4161028f4b
PR,335918,COMMIT,87f6c53594a2ddd29c5bf22c97d762062524cfa3,INDIRECT,COMMIT_MODIFIES_FILE,3,PR:335918 -> COMMIT:adc9092582503ef136344e5d017aa68b3c10c944 -> FILE:src/vs/platform/agentHost/node/copilot/copilotAgent.ts -> COMMIT:87f6c53594a2ddd29c5bf22c97d762062524cfa3
PR,335918,COMMIT,96ebd2a7f97ddea0521deba3a98964445f6f0336,INDIRECT,COMMIT_MODIFIES_FILE,3,PR:335918 -> COMMIT:adc9092582503ef136344e5d017aa68b3c10c944 -> FILE:src/vs/platform/agentHost/node/copilot/copilotAgent.ts -> COMMIT:96ebd2a7f97ddea0521deba3a98964445f6f0336
PR,335918,COMMIT,579f373e5c28c7530a97a1079750af11f59101fe,INDIRECT,COMMIT_MODIFIES_FILE,3,PR:335918 -> COMMIT:adc9092582503ef136344e5d017aa68b3c10c944 -> FILE:src/vs/platform/agentHost/node/copilot/copilotAgent.ts -> COMMIT:579f373e5c28c7530a97a1079750af11f59101fe
PR,335918,COMMIT,fdce42504e9d018e98df4e8ca01957a649d5b697,INDIRECT,COMMIT_MODIFIES_FILE,3,PR:335918 -> COMMIT:adc9092582503ef136344e5d017aa68b3c10c944 -> FILE:src/vs/platform/agentHost/node/copilot/copilotAgent.ts -> COMMIT:fdce42504e9d018e98df4e8ca01957a649d5b697
PR,335918,COMMIT,c8c97799a61d43ade9662e311be6947733a36110,INDIRECT,COMMIT_MODIFIES_FILE,3,PR:335918 -> COMMIT:adc9092582503ef136344e5d017aa68b3c10c944 -> FILE:src/vs/platform/agentHost/node/copilot/copilotAgent.ts -> COMMIT:c8c97799a61d43ade9662e311be6947733a36110
PR,335918,COMMIT,a11fdbb6eb8ed6edb3e637b369c71d20f2ecba64,INDIRECT,COMMIT_MODIFIES_FILE,3,PR:335918 -> COMMIT:adc9092582503ef136344e5d017aa68b3c10c944 -> FILE:src/vs/platform/agentHost/node/copilot/copilotAgent.ts -> COMMIT:a11fdbb6eb8ed6edb3e637b369c71d20f2ecba64
PR,335918,COMMIT,3cce91e0f0f305329f8ff082bc5554fff6cb3c6e,INDIRECT,COMMIT_MODIFIES_FILE,3,PR:335918 -> COMMIT:adc9092582503ef136344e5d017aa68b3c10c944 -> FILE:src/vs/platform/agentHost/node/copilot/copilotAgent.ts -> COMMIT:3cce91e0f0f305329f8ff082bc5554fff6cb3c6e
PR,335918,COMMIT,f4c53c6ac20c9990350073be21ab398e5b831975,INDIRECT,COMMIT_MODIFIES_FILE,3,PR:335918 -> COMMIT:adc9092582503ef136344e5d017aa68b3c10c944 -> FILE:src/vs/platform/agentHost/node/copilot/copilotAgent.ts -> COMMIT:f4c53c6ac20c9990350073be21ab398e5b831975
PR,335918,COMMIT,eea4a91be383d6859d95b6fa4c5339061130e1e9,INDIRECT,COMMIT_MODIFIES_FILE,3,PR:335918 -> COMMIT:adc9092582503ef136344e5d017aa68b3c10c944 -> FILE:src/vs/platform/agentHost/node/copilot/copilotAgent.ts -> COMMIT:eea4a91be383d6859d95b6fa4c5339061130e1e9
PR,335918,COMMIT,86b135d6d493cbde7794935868e49fd5cae79bac,INDIRECT,COMMIT_MODIFIES_FILE,3,PR:335918 -> COMMIT:adc9092582503ef136344e5d017aa68b3c10c944 -> FILE:src/vs/platform/agentHost/node/copilot/copilotAgent.ts -> COMMIT:86b135d6d493cbde7794935868e49fd5cae79bac
PR,335918,COMMIT,b176152181f81302c5eda671e6eab3b58f36b615,INDIRECT,COMMIT_MODIFIES_FILE,3,PR:335918 -> COMMIT:adc9092582503ef136344e5d017aa68b3c10c944 -> FILE:src/vs/platform/agentHost/node/copilot/copilotAgent.ts -> COMMIT:b176152181f81302c5eda671e6eab3b58f36b615
PR,335918,COMMIT,7764f318ef896437800f636c9b3b4c22b7f7a4d5,INDIRECT,COMMIT_MODIFIES_FILE,3,PR:335918 -> COMMIT:adc9092582503ef136344e5d017aa68b3c10c944 -> FILE:src/vs/platform/agentHost/node/copilot/copilotAgent.ts -> COMMIT:7764f318ef896437800f636c9b3b4c22b7f7a4d5
PR,335918,COMMIT,bf85ef9e0267806b8f3d6cef99451370f7433a2b,INDIRECT,COMMIT_MODIFIES_FILE,3,PR:335918 -> COMMIT:adc9092582503ef136344e5d017aa68b3c10c944 -> FILE:src/vs/platform/agentHost/node/copilot/copilotAgent.ts -> COMMIT:bf85ef9e0267806b8f3d6cef99451370f7433a2b
PR,335918,COMMIT,ad4ab2a6311b95c54c9d8dca621d1973722dbdbc,INDIRECT,COMMIT_MODIFIES_FILE,3,PR:335918 -> COMMIT:adc9092582503ef136344e5d017aa68b3c10c944 -> FILE:src/vs/platform/agentHost/node/copilot/copilotAgent.ts -> COMMIT:ad4ab2a6311b95c54c9d8dca621d1973722dbdbc
PR,335918,COMMIT,1a309091e8e350463fd3cf69ab5dfbc0635276eb,INDIRECT,COMMIT_MODIFIES_FILE,3,PR:335918 -> COMMIT:adc9092582503ef136344e5d017aa68b3c10c944 -> FILE:src/vs/platform/agentHost/node/copilot/copilotAgent.ts -> COMMIT:1a309091e8e350463fd3cf69ab5dfbc0635276eb
PR,335918,COMMIT,201458a8ba2f71bdc377e4d537645ad2e1099072,INDIRECT,COMMIT_MODIFIES_FILE,3,PR:335918 -> COMMIT:adc9092582503ef136344e5d017aa68b3c10c944 -> FILE:src/vs/platform/agentHost/node/copilot/copilotAgent.ts -> COMMIT:201458a8ba2f71bdc377e4d537645ad2e1099072
PR,335918,COMMIT,d93b3324ec7f6c281653884ace627f276295f725,INDIRECT,COMMIT_MODIFIES_FILE,3,PR:335918 -> COMMIT:adc9092582503ef136344e5d017aa68b3c10c944 -> FILE:src/vs/platform/agentHost/node/copilot/copilotAgent.ts -> COMMIT:d93b3324ec7f6c281653884ace627f276295f725
PR,335918,COMMIT,c6c1822e4a54a246a3ec1c854a15d2f450198157,INDIRECT,COMMIT_MODIFIES_FILE,3,PR:335918 -> COMMIT:adc9092582503ef136344e5d017aa68b3c10c944 -> FILE:src/vs/platform/agentHost/node/copilot/copilotAgent.ts -> COMMIT:c6c1822e4a54a246a3ec1c854a15d2f450198157
