developer,files_touched,commits,changes,file_share,commit_share,change_share,developer_concentration,bottleneck_score,risk_level,evidence
LakshayKhattar,195,3,8237,0.017410714285714286,0.0001923323503013207,0.0002631764008120671,0.005955407678942558,0.5955407678942558,LOW,"Observed contribution across 195 files, 3 commits, and 8237 changes."
deepak1556,110,94,7591,0.009821428571428571,0.006026413642774715,0.00024253636743528,0.005363459527212857,0.5363459527212857,LOW,"Observed contribution across 110 files, 94 commits, and 7591 changes."
federicobrancasi,156,25,11972,0.013928571428571429,0.001602769585844339,0.00038251157830788724,0.005304617530907885,0.5304617530907885,LOW,"Observed contribution across 156 files, 25 commits, and 11972 changes."
zhichli,143,43,10570,0.012767857142857143,0.002756763687652263,0.0003377169547873679,0.005287445928432259,0.528744592843226,LOW,"Observed contribution across 143 files, 43 commits, and 10570 changes."
Chethan616,167,2,11067,0.014910714285714286,0.00012822156686754713,0.00035359636127074744,0.005130844071284194,0.5130844071284194,LOW,"Observed contribution across 167 files, 2 commits, and 11067 changes."
aguashui,156,5,4537,0.013928571428571429,0.0003205539171688678,0.00014495949137845678,0.004798028279039585,0.4798028279039585,LOW,"Observed contribution across 156 files, 5 commits, and 4537 changes."
pandupan,149,5,5735,0.013303571428571428,0.0003205539171688678,0.000183236209622096,0.004602453851787464,0.46024538517874636,LOW,"Observed contribution across 149 files, 5 commits, and 5735 changes."
dependabot[bot],59,95,52886,0.005267857142857143,0.006090524426208489,0.0016897349925151124,0.004349372187193582,0.43493721871935814,LOW,"Observed contribution across 59 files, 95 commits, and 52886 changes."
fuentez145,132,1,5792,0.011785714285714287,6.411078343377356e-05,0.00018505738903769485,0.004011627486061918,0.40116274860619183,LOW,"Observed contribution across 132 files, 1 commits, and 5792 changes."
Tiancheng-Xu,122,2,5089,0.010892857142857143,0.00012822156686754713,0.00016259617624530891,0.0037278916286566668,0.37278916286566666,LOW,"Observed contribution across 122 files, 2 commits, and 5089 changes."
michiisai,107,14,5733,0.009553571428571429,0.0008975509680728299,0.00018317230858996974,0.0035447649017447433,0.3544764901744743,LOW,"Observed contribution across 107 files, 14 commits, and 5733 changes."
brandonh-msft,102,18,4103,0.009107142857142857,0.001153994101807924,0.0001310929674070549,0.0034640766421192783,0.3464076642119278,LOW,"Observed contribution across 102 files, 18 commits, and 4103 changes."
silence48,112,3,4205,0.01,0.0001923323503013207,0.00013435192004549498,0.003442228090115605,0.3442228090115605,LOW,"Observed contribution across 112 files, 3 commits, and 4205 changes."
Mohamedsaied8,106,8,9082,0.009464285714285715,0.0005128862674701885,0.00029017458688541866,0.0034224488562137746,0.34224488562137745,LOW,"Observed contribution across 106 files, 8 commits, and 9082 changes."
Alif416,110,3,3815,0.009821428571428571,0.0001923323503013207,0.00012189121878087119,0.0033785507135035875,0.33785507135035875,LOW,"Observed contribution across 110 files, 3 commits, and 3815 changes."
minuschuman,102,9,3427,0.009107142857142857,0.000576997050903962,0.00010949441854837367,0.0032645447755317307,0.3264544775531731,LOW,"Observed contribution across 102 files, 9 commits, and 3427 changes."
openhands-agent,95,6,19829,0.008482142857142856,0.0003846647006026414,0.000633546783015962,0.00316678478025382,0.316678478025382,LOW,"Observed contribution across 95 files, 6 commits, and 19829 changes."
a564559583,73,40,3096,0.006517857142857143,0.0025644313373509426,9.891879773147502e-05,0.0030604024259798536,0.30604024259798535,LOW,"Observed contribution across 73 files, 40 commits, and 3096 changes."
Dmitriy Vasyura,82,21,5875,0.007321428571428572,0.0013463264521092447,0.00018770928187093533,0.0029518214351362507,0.2951821435136251,LOW,"Observed contribution across 82 files, 21 commits, and 5875 changes."
Carrotstudiosoftwarehouse,94,3,6122,0.008392857142857143,0.0001923323503013207,0.00019560105933853037,0.002926930184165665,0.2926930184165665,LOW,"Observed contribution across 94 files, 3 commits, and 6122 changes."
OskarEichler,89,3,6972,0.007946428571428571,0.0001923323503013207,0.00022275899799219763,0.00278717330657403,0.278717330657403,LOW,"Observed contribution across 89 files, 3 commits, and 6972 changes."
Arthur Cnops,40,55,9605,0.0035714285714285713,0.003526093088857546,0.00030688470678643976,0.0024681354556908524,0.24681354556908525,LOW,"Observed contribution across 40 files, 55 commits, and 9605 changes."
denizguney,31,69,1673,0.0027678571428571427,0.004423644056930375,5.345321337362975e-05,0.002414984804387049,0.2414984804387049,LOW,"Observed contribution across 31 files, 69 commits, and 1673 changes."
aaronpk,64,3,3255,0.005714285714285714,0.0001923323503013207,0.00010399892978551395,0.002003538998124183,0.2003538998124183,LOW,"Observed contribution across 64 files, 3 commits, and 3255 changes."
samueltauil,64,2,2070,0.005714285714285714,0.00012822156686754713,6.61375682506955e-05,0.0019695482831346522,0.19695482831346522,LOW,"Observed contribution across 64 files, 2 commits, and 2070 changes."
romalpani,52,15,3036,0.004642857142857143,0.0009616617515066034,9.700176676768674e-05,0.0019005068870438112,0.1900506887043811,LOW,"Observed contribution across 52 files, 15 commits, and 3036 changes."
SpiliosDimakopoulos,55,4,221,0.004910714285714286,0.00025644313373509426,7.061064049953482e-06,0.001724739494499778,0.1724739494499778,LOW,"Observed contribution across 55 files, 4 commits, and 221 changes."
bonsembiante,50,5,2242,0.004464285714285714,0.0003205539171688678,7.163305701355522e-05,0.0016188242294893792,0.16188242294893793,LOW,"Observed contribution across 50 files, 5 commits, and 2242 changes."
VaggelisGian,31,23,1080,0.0027678571428571427,0.001474548018976792,3.450655734818896e-05,0.0014256372397273745,0.14256372397273745,LOW,"Observed contribution across 31 files, 23 commits, and 1080 changes."
haoozhang,43,2,349,0.0038392857142857144,0.00012822156686754713,1.1150730106035137e-05,0.0013262193370864323,0.13262193370864322,LOW,"Observed contribution across 43 files, 2 commits, and 349 changes."
srikanthananthula63053,30,16,3784,0.0026785714285714286,0.001025772534940377,0.00012090075278291391,0.0012750815720982398,0.12750815720982397,LOW,"Observed contribution across 30 files, 16 commits, and 3784 changes."
moheng233,35,8,1710,0.003125,0.0005128862674701885,5.4635382467965855e-05,0.0012308405499793847,0.12308405499793847,LOW,"Observed contribution across 35 files, 8 commits, and 1710 changes."
thexin7,37,3,2374,0.0033035714285714287,0.0001923323503013207,7.585052513388943e-05,0.001190584768002213,0.1190584768002213,LOW,"Observed contribution across 37 files, 3 commits, and 2374 changes."
nugehs,31,10,4750,0.0027678571428571427,0.0006411078343377356,0.00015176495129990515,0.0011869099761649279,0.11869099761649278,LOW,"Observed contribution across 31 files, 10 commits, and 4750 changes."
edvilme,16,29,2538,0.0014285714285714286,0.0018592127195794332,8.109040976824406e-05,0.0011229581859730352,0.11229581859730352,LOW,"Observed contribution across 16 files, 29 commits, and 2538 changes."
sricursion,31,8,2143,0.0027678571428571427,0.0005128862674701885,6.846995592330458e-05,0.0011164044554168786,0.11164044554168785,LOW,"Observed contribution across 31 files, 8 commits, and 2143 changes."
ecc-tools[bot],11,33,2227,0.0009821428571428572,0.0021156558533145277,7.115379927260816e-05,0.001056317503243331,0.10563175032433311,LOW,"Observed contribution across 11 files, 33 commits, and 2227 changes."
haozhang,33,3,376,0.0029464285714285716,0.0001923323503013207,1.201339403973986e-05,0.0010502581052565442,0.10502581052565442,LOW,"Observed contribution across 33 files, 3 commits, and 376 changes."
swwind,34,1,1035,0.0030357142857142857,6.411078343377356e-05,3.306878412534775e-05,0.0010442979510911358,0.10442979510911357,LOW,"Observed contribution across 34 files, 1 commits, and 1035 changes."
SalehKadah,29,4,1287,0.002589285714285714,0.00025644313373509426,4.1120314173258514e-05,0.000962283054064689,0.0962283054064689,LOW,"Observed contribution across 29 files, 4 commits, and 1287 changes."
cursoragent,29,4,977,0.002589285714285714,0.00025644313373509426,3.121565419368575e-05,0.0009589815007381647,0.09589815007381647,LOW,"Observed contribution across 29 files, 4 commits, and 977 changes."
ahmed-codics,30,1,1561,0.0026785714285714286,6.411078343377356e-05,4.98747555745583e-05,0.0009308523225265868,0.09308523225265869,LOW,"Observed contribution across 30 files, 1 commits, and 1561 changes."
cdvankammen,27,1,4489,0.0024107142857142856,6.411078343377356e-05,0.00014342586660742615,0.0008727503119184951,0.08727503119184951,LOW,"Observed contribution across 27 files, 1 commits, and 4489 changes."
joshmouch,24,7,687,0.002142857142857143,0.00044877548403641495,2.1950004535375756e-05,0.0008711942104763112,0.08711942104763112,LOW,"Observed contribution across 24 files, 7 commits, and 687 changes."
kaermorchen,28,1,266,0.0025,6.411078343377356e-05,8.498837272794688e-06,0.0008575365402355228,0.08575365402355227,LOW,"Observed contribution across 28 files, 1 commits, and 266 changes."
PranshulSoni,20,9,1456,0.0017857142857142857,0.000576997050903962,4.651995138792882e-05,0.0008030770960020589,0.08030770960020589,LOW,"Observed contribution across 20 files, 9 commits, and 1456 changes."
Simon R. Lincoln,21,8,523,0.001875,0.0005128862674701885,1.6710119901021136e-05,0.0008015321291237365,0.08015321291237365,LOW,"Observed contribution across 21 files, 8 commits, and 523 changes."
vivekjm,18,11,986,0.0016071428571428571,0.0007052186177715092,3.1503208838253995e-05,0.0007812882279175401,0.07812882279175401,LOW,"Observed contribution across 18 files, 11 commits, and 986 changes."
soreavis,15,15,475,0.0013392857142857143,0.0009616617515066034,1.5176495129990515e-05,0.0007720413203074361,0.07720413203074361,LOW,"Observed contribution across 15 files, 15 commits, and 475 changes."
samuel7james,21,4,1234,0.001875,0.00025644313373509426,3.94269368219122e-05,0.0007236233568523355,0.07236233568523355,LOW,"Observed contribution across 21 files, 4 commits, and 1234 changes."
kimphanh,22,1,3794,0.0019642857142857144,6.411078343377356e-05,0.00012122025794354529,0.0007165389185543445,0.07165389185543446,LOW,"Observed contribution across 22 files, 1 commits, and 3794 changes."
AntonioLujanoLuna,21,3,438,0.001875,0.0001923323503013207,1.3994326035654412e-05,0.0006937755587789917,0.06937755587789918,LOW,"Observed contribution across 21 files, 3 commits, and 438 changes."
kafeifei,20,4,1119,0.0017857142857142857,0.00025644313373509426,3.575262747465134e-05,0.0006926366823080104,0.06926366823080105,LOW,"Observed contribution across 20 files, 4 commits, and 1119 changes."
rohit489,21,2,284,0.001875,0.00012822156686754713,9.073946561931172e-06,0.0006707651711431595,0.06707651711431595,LOW,"Observed contribution across 21 files, 2 commits, and 284 changes."
dnch13,11,15,810,0.0009821428571428572,0.0009616617515066034,2.587991801114172e-05,0.0006565615088868675,0.06565615088868675,LOW,"Observed contribution across 11 files, 15 commits, and 810 changes."
wycats,21,1,674,0.001875,6.411078343377356e-05,2.153464782655496e-05,0.0006535484770867762,0.06535484770867762,LOW,"Observed contribution across 21 files, 1 commits, and 674 changes."
unrevised6419,16,5,2310,0.0014285714285714286,0.0003205539171688678,7.380569210584861e-05,0.0006076436792820484,0.06076436792820484,LOW,"Observed contribution across 16 files, 5 commits, and 2310 changes."
Jianwei Xu (from Dev Box),17,3,961,0.0015178571428571428,0.0001923323503013207,3.070444593667555e-05,0.0005802979796983796,0.05802979796983796,LOW,"Observed contribution across 17 files, 3 commits, and 961 changes."
Girish Konda,15,4,1050,0.0013392857142857143,0.00025644313373509426,3.3548041866294826e-05,0.0005430922966290345,0.05430922966290345,LOW,"Observed contribution across 15 files, 4 commits, and 1050 changes."
Frankenstein-dev197,17,1,1123,0.0015178571428571428,6.411078343377356e-05,3.588042953890389e-05,0.0005392827852766067,0.053928278527660675,LOW,"Observed contribution across 17 files, 1 commits, and 1123 changes."
suliatmayowaogungbe-glitch,12,8,679,0.0010714285714285715,0.0005128862674701885,2.169440040687065e-05,0.0005353364131018769,0.05353364131018769,LOW,"Observed contribution across 12 files, 8 commits, and 679 changes."
Ben Steenhoek,17,1,431,0.0015178571428571428,6.411078343377356e-05,1.3770672423212447e-05,0.0005319128662380429,0.05319128662380429,LOW,"Observed contribution across 17 files, 1 commits, and 431 changes."
OssSecurityBot,17,1,196,0.0015178571428571428,6.411078343377356e-05,6.262301148375034e-06,0.0005294100758130971,0.052941007581309714,LOW,"Observed contribution across 17 files, 1 commits, and 196 changes."
zhiquanchi,16,2,566,0.0014285714285714286,0.00012822156686754713,1.8083992091736067e-05,0.0005249589958435705,0.052495899584357054,LOW,"Observed contribution across 16 files, 2 commits, and 566 changes."
YOSHII-Hiroto,11,9,322,0.0009821428571428572,0.000576997050903962,1.0288066172330413e-05,0.0005231426580730499,0.05231426580730499,LOW,"Observed contribution across 11 files, 9 commits, and 322 changes."
unknown,16,1,2288,0.0014285714285714286,6.411078343377356e-05,7.310278075245957e-05,0.0005219283309192206,0.05219283309192206,LOW,"Observed contribution across 16 files, 1 commits, and 2288 changes."
wilhem-meignan,16,1,954,0.0014285714285714286,6.411078343377356e-05,3.0480792324233583e-05,0.0005077210014431452,0.050772100144314526,LOW,"Observed contribution across 16 files, 1 commits, and 954 changes."
oscarvanderheide,15,2,480,0.0013392857142857143,0.00012822156686754713,1.5336247710306206e-05,0.0004942811762878559,0.04942811762878559,LOW,"Observed contribution across 15 files, 2 commits, and 480 changes."
wynnsimon,13,4,292,0.0011607142857142858,0.00025644313373509426,9.329550690436274e-06,0.00047549565671327213,0.04754956567132721,LOW,"Observed contribution across 13 files, 4 commits, and 292 changes."
jul-stevenson,10,8,310,0.0008928571428571428,0.0005128862674701885,9.904659979572758e-06,0.00047188269010230133,0.047188269010230134,LOW,"Observed contribution across 10 files, 8 commits, and 310 changes."
samir-nimbly,12,4,761,0.0010714285714285715,0.00025644313373509426,2.431434272404796e-05,0.0004507286826292379,0.045072868262923796,LOW,"Observed contribution across 12 files, 4 commits, and 761 changes."
ntrogh,12,4,31,0.0010714285714285715,0.00025644313373509426,9.904659979572756e-07,0.00044295405705387434,0.04429540570538743,LOW,"Observed contribution across 12 files, 4 commits, and 31 changes."
egamma,8,9,296,0.0007142857142857143,0.000576997050903962,9.457352754688826e-06,0.0004335800393147884,0.04335800393147884,LOW,"Observed contribution across 8 files, 9 commits, and 296 changes."
adityajha77,10,6,216,0.0008928571428571428,0.0003846647006026414,6.901311469637792e-06,0.00042814105164314066,0.04281410516431407,LOW,"Observed contribution across 10 files, 6 commits, and 216 changes."
Ebola-Chan-bot,12,3,168,0.0010714285714285715,0.0001923323503013207,5.367686698607172e-06,0.0004230428694761664,0.04230428694761664,LOW,"Observed contribution across 12 files, 3 commits, and 168 changes."
abmahdy,9,7,340,0.0008035714285714286,0.00044877548403641495,1.0863175461466895e-05,0.0004210700293564368,0.04210700293564368,LOW,"Observed contribution across 9 files, 7 commits, and 340 changes."
RickStrahl,13,1,301,0.0011607142857142858,6.411078343377356e-05,9.617105335004516e-06,0.000411480724827688,0.0411480724827688,LOW,"Observed contribution across 13 files, 1 commits, and 301 changes."
root,12,2,359,0.0010714285714285715,0.00012822156686754713,1.1470235266666516e-05,0.000403706791187595,0.0403706791187595,LOW,"Observed contribution across 12 files, 2 commits, and 359 changes."
Kuldeep-IITR,12,2,116,0.0010714285714285715,0.00012822156686754713,3.7062598633239996e-06,0.00040111879938648084,0.040111879938648086,LOW,"Observed contribution across 12 files, 2 commits, and 116 changes."
TheRealAlexxx,9,6,329,0.0008035714285714286,0.0003846647006026414,1.0511719784772378e-05,0.0003995826163196141,0.03995826163196141,LOW,"Observed contribution across 9 files, 6 commits, and 329 changes."
n-gist,11,3,123,0.0009821428571428572,0.0001923323503013207,3.929913475765965e-06,0.0003928017069733146,0.03928017069733146,LOW,"Observed contribution across 11 files, 3 commits, and 123 changes."
kunaaaalcodes,12,1,201,0.0010714285714285715,6.411078343377356e-05,6.422053728690723e-06,0.0003806538028636786,0.038065380286367856,LOW,"Observed contribution across 12 files, 1 commits, and 201 changes."
caojian5,12,1,174,0.0010714285714285715,6.411078343377356e-05,5.559389794985999e-06,0.0003803662482191104,0.03803662482191104,LOW,"Observed contribution across 12 files, 1 commits, and 174 changes."
sandersn,11,2,384,0.0009821428571428572,0.00012822156686754713,1.2268998168244964e-05,0.0003742111407262165,0.03742111407262165,LOW,"Observed contribution across 11 files, 2 commits, and 384 changes."
zelinms,11,2,252,0.0009821428571428572,0.00012822156686754713,8.051530047910758e-06,0.0003728053180194384,0.037280531801943836,LOW,"Observed contribution across 11 files, 2 commits, and 252 changes."
sgent-epic,7,7,670,0.000625,0.00044877548403641495,2.140684576230241e-05,0.0003650607765995725,0.03650607765995725,LOW,"Observed contribution across 7 files, 7 commits, and 670 changes."
baywet,6,8,363,0.0005357142857142857,0.0005128862674701885,1.1598037330919067e-05,0.0003533995301717977,0.03533995301717977,LOW,"Observed contribution across 6 files, 8 commits, and 363 changes."
stevenh,8,5,584,0.0007142857142857143,0.0003205539171688678,1.8659101380872547e-05,0.00035116624427848484,0.035116624427848485,LOW,"Observed contribution across 8 files, 5 commits, and 584 changes."
VirajMishra1,6,8,127,0.0005357142857142857,0.0005128862674701885,4.057715540018516e-06,0.0003508860895748309,0.03508860895748309,LOW,"Observed contribution across 6 files, 8 commits, and 127 changes."
luotianyiismywife,8,5,352,0.0007142857142857143,0.0003205539171688678,1.124658165422455e-05,0.0003486954043696022,0.03486954043696022,LOW,"Observed contribution across 8 files, 5 commits, and 352 changes."
Maxim-Mazurok,9,3,1360,0.0008035714285714286,0.0001923323503013207,4.345270184586758e-05,0.00034645216023953895,0.034645216023953894,LOW,"Observed contribution across 9 files, 3 commits, and 1360 changes."
Bestra,9,3,834,0.0008035714285714286,0.0001923323503013207,2.664673039665703e-05,0.0003408501697564688,0.03408501697564688,LOW,"Observed contribution across 9 files, 3 commits, and 834 changes."
lrtfm,9,3,720,0.0008035714285714286,0.0001923323503013207,2.3004371565459307e-05,0.0003396360501460695,0.03396360501460695,LOW,"Observed contribution across 9 files, 3 commits, and 720 changes."
justanotheranonymoususer,6,7,484,0.0005357142857142857,0.00044877548403641495,1.5464049774558755e-05,0.00033331793984175316,0.033331793984175316,LOW,"Observed contribution across 6 files, 7 commits, and 484 changes."
Kyle Cutler,8,4,48,0.0007142857142857143,0.00025644313373509426,1.5336247710306204e-06,0.0003240874909306131,0.03240874909306131,LOW,"Observed contribution across 8 files, 4 commits, and 48 changes."
caseyflynn-google,10,1,67,0.0008928571428571428,6.411078343377356e-05,2.140684576230241e-06,0.00031970287028904883,0.031970287028904885,LOW,"Observed contribution across 10 files, 1 commits, and 67 changes."
Avinash Shrivastava,10,1,30,0.0008928571428571428,6.411078343377356e-05,9.585154818941379e-07,0.0003193088139242702,0.031930881392427016,LOW,"Observed contribution across 10 files, 1 commits, and 30 changes."
aadisriram,8,3,563,0.0007142857142857143,0.0001923323503013207,1.7988140543546654e-05,0.0003082020683768606,0.03082020683768606,LOW,"Observed contribution across 8 files, 3 commits, and 563 changes."
asJEI,6,6,22,0.0005357142857142857,0.0003846647006026414,7.029113533890344e-07,0.0003070272992234387,0.03070272992234387,LOW,"Observed contribution across 6 files, 6 commits, and 22 changes."
And,8,3,446,0.0007142857142857143,0.0001923323503013207,1.4249930164159514e-05,0.0003069559982503982,0.030695599825039818,LOW,"Observed contribution across 8 files, 3 commits, and 446 changes."
gpotter2,9,1,134,0.0008035714285714286,6.411078343377356e-05,4.281369152460482e-06,0.0002906545270525542,0.029065452705255422,LOW,"Observed contribution across 9 files, 1 commits, and 134 changes."
aadsm,9,1,75,0.0008035714285714286,6.411078343377356e-05,2.3962887047353444e-06,0.0002900261669033125,0.02900261669033125,LOW,"Observed contribution across 9 files, 1 commits, and 75 changes."
jacekkopecky,9,1,44,0.0008035714285714286,6.411078343377356e-05,1.4058227067780687e-06,0.00028969601157066005,0.028969601157066004,LOW,"Observed contribution across 9 files, 1 commits, and 44 changes."
kavyansh18,5,6,627,0.0004464285714285714,0.0003846647006026414,2.003297357158748e-05,0.00028370874853426677,0.028370874853426677,LOW,"Observed contribution across 5 files, 6 commits, and 627 changes."
NgoQuocViet2001,8,2,212,0.0007142857142857143,0.00012822156686754713,6.7735094053852405e-06,0.0002830935968528822,0.02830935968528822,LOW,"Observed contribution across 8 files, 2 commits, and 212 changes."
aeonframework,8,2,211,0.0007142857142857143,0.00012822156686754713,6.741558889322102e-06,0.0002830829466808612,0.02830829466808612,LOW,"Observed contribution across 8 files, 2 commits, and 211 changes."
waltoss,8,2,186,0.0007142857142857143,0.00012822156686754713,5.942795987743654e-06,0.00028281669238033506,0.028281669238033505,LOW,"Observed contribution across 8 files, 2 commits, and 186 changes."
unsupportedpastels,8,2,129,0.0007142857142857143,0.00012822156686754713,4.121616572144793e-06,0.0002822096325751354,0.02822096325751354,LOW,"Observed contribution across 8 files, 2 commits, and 129 changes."
aidaodedjl,5,6,407,0.0004464285714285714,0.0003846647006026414,1.3003860037697135e-05,0.00028136571068963664,0.028136571068963664,LOW,"Observed contribution across 5 files, 6 commits, and 407 changes."
Achordchan,7,3,653,0.000625,0.0001923323503013207,2.0863686989229067e-05,0.0002793986790968499,0.02793986790968499,LOW,"Observed contribution across 7 files, 3 commits, and 653 changes."
stevescot,6,4,1324,0.0005357142857142857,0.00025644313373509426,4.230248326759461e-05,0.0002781533009056582,0.027815330090565818,LOW,"Observed contribution across 6 files, 4 commits, and 1324 changes."
alexiri,7,3,450,0.000625,0.0001923323503013207,1.4377732228412067e-05,0.00027723669417657764,0.027723669417657765,LOW,"Observed contribution across 7 files, 3 commits, and 450 changes."
BoSeal,7,3,210,0.000625,0.0001923323503013207,6.709608373258964e-06,0.00027468065289152656,0.027468065289152657,LOW,"Observed contribution across 7 files, 3 commits, and 210 changes."
soroush5,6,4,89,0.0005357142857142857,0.00025644313373509426,2.8435959296192752e-06,0.0002650003384596664,0.026500033845966643,LOW,"Observed contribution across 6 files, 4 commits, and 89 changes."
adaex,8,1,126,0.0007142857142857143,6.411078343377356e-05,4.025765023955379e-06,0.00026080742091448106,0.026080742091448107,LOW,"Observed contribution across 8 files, 1 commits, and 126 changes."
AminUNer,7,2,158,0.000625,0.00012822156686754713,5.048181537975793e-06,0.00025275658280184094,0.025275658280184094,LOW,"Observed contribution across 7 files, 2 commits, and 158 changes."
tamuratak,4,6,328,0.00035714285714285714,0.0003846647006026414,1.047976926870924e-05,0.0002507624423380693,0.02507624423380693,LOW,"Observed contribution across 4 files, 6 commits, and 328 changes."
vscodebot-pr,6,3,219,0.0005357142857142857,0.0001923323503013207,6.997163017827206e-06,0.00024501459967781126,0.024501459967781126,LOW,"Observed contribution across 6 files, 3 commits, and 219 changes."
bozturkler,7,1,773,0.000625,6.411078343377356e-05,2.4697748916805616e-05,0.00023793617745019303,0.023793617745019303,LOW,"Observed contribution across 7 files, 1 commits, and 773 changes."
davidbitton,5,4,153,0.0004464285714285714,0.00025644313373509426,4.8884289576601025e-06,0.00023592004470710857,0.023592004470710855,LOW,"Observed contribution across 5 files, 4 commits, and 153 changes."
Dev-next-gen,5,4,101,0.0004464285714285714,0.00025644313373509426,3.2270021223769306e-06,0.00023536623576201417,0.023536623576201416,LOW,"Observed contribution across 5 files, 4 commits, and 101 changes."
Manibharadwaj,5,4,83,0.0004464285714285714,0.00025644313373509426,2.651892833240448e-06,0.00023517453266563536,0.023517453266563536,LOW,"Observed contribution across 5 files, 4 commits, and 83 changes."
veerjain-1,7,1,40,0.000625,6.411078343377356e-05,1.278020642525517e-06,0.00023012960135876634,0.023012960135876635,LOW,"Observed contribution across 7 files, 1 commits, and 40 changes."
austintraver,6,2,330,0.0005357142857142857,0.00012822156686754713,1.0543670300835515e-05,0.0002248265076275561,0.022482650762755612,LOW,"Observed contribution across 6 files, 2 commits, and 330 changes."
videlalvaro,6,2,136,0.0005357142857142857,0.00012822156686754713,4.345270184586758e-06,0.0002227603742554732,0.022276037425547318,LOW,"Observed contribution across 6 files, 2 commits, and 136 changes."
rajpreetcodes,6,2,112,0.0005357142857142857,0.00012822156686754713,3.5784577990714477e-06,0.00022250477012696808,0.022250477012696807,LOW,"Observed contribution across 6 files, 2 commits, and 112 changes."
gagalo123,6,2,22,0.0005357142857142857,0.00012822156686754713,7.029113533890344e-07,0.00022154625464507397,0.0221546254645074,LOW,"Observed contribution across 6 files, 2 commits, and 22 changes."
abhijeetnardele24-hash,6,2,19,0.0005357142857142857,0.00012822156686754713,6.070598051996206e-07,0.00022151430412901084,0.022151430412901085,LOW,"Observed contribution across 6 files, 2 commits, and 19 changes."
di3go04,3,6,72,0.00026785714285714287,0.0003846647006026414,2.3004371565459307e-06,0.00021827409353877673,0.021827409353877673,LOW,"Observed contribution across 3 files, 6 commits, and 72 changes."
rowkav09,5,3,109,0.0004464285714285714,0.0001923323503013207,3.482606250882034e-06,0.0002140811759935914,0.02140811759935914,LOW,"Observed contribution across 5 files, 3 commits, and 109 changes."
yutotnh,2,7,158,0.00017857142857142857,0.00044877548403641495,5.048181537975793e-06,0.0002107983647152731,0.021079836471527308,LOW,"Observed contribution across 2 files, 7 commits, and 158 changes."
boygeniusnr1,4,4,173,0.00035714285714285714,0.00025644313373509426,5.527439278922861e-06,0.00020637114338562475,0.020637114338562475,LOW,"Observed contribution across 4 files, 4 commits, and 173 changes."
Rajkaran-122,4,4,96,0.00035714285714285714,0.00025644313373509426,3.067249542061241e-06,0.0002055510801400042,0.020555108014000418,LOW,"Observed contribution across 4 files, 4 commits, and 96 changes."
mossgowild,6,1,372,0.0005357142857142857,6.411078343377356e-05,1.1885591975487309e-05,0.00020390355370784885,0.020390355370784884,LOW,"Observed contribution across 6 files, 1 commits, and 372 changes."
akarshm_microsoft,3,5,651,0.00026785714285714287,0.0003205539171688678,2.079978595710279e-05,0.00020307028199437118,0.020307028199437117,LOW,"Observed contribution across 3 files, 5 commits, and 651 changes."
RobinsKarani,6,1,227,0.0005357142857142857,6.411078343377356e-05,7.252767146332309e-06,0.00020235927876479718,0.02023592787647972,LOW,"Observed contribution across 6 files, 1 commits, and 227 changes."
Andreaj42,6,1,140,0.0005357142857142857,6.411078343377356e-05,4.473072248839309e-06,0.0002014327137989662,0.02014327137989662,LOW,"Observed contribution across 6 files, 1 commits, and 140 changes."
kmhalvin,6,1,71,0.0005357142857142857,6.411078343377356e-05,2.268486640482793e-06,0.00020069785192951403,0.020069785192951405,LOW,"Observed contribution across 6 files, 1 commits, and 71 changes."
MohammedAlmajhali,6,1,52,0.0005357142857142857,6.411078343377356e-05,1.6614268352831721e-06,0.00020049549866111413,0.020049549866111415,LOW,"Observed contribution across 6 files, 1 commits, and 52 changes."
ahmadawais,6,1,23,0.0005357142857142857,6.411078343377356e-05,7.348618694521723e-07,0.00020018664367250382,0.02001866436725038,LOW,"Observed contribution across 6 files, 1 commits, and 23 changes."
Cleanskiier27,3,5,179,0.00026785714285714287,0.0003205539171688678,5.719142375301689e-06,0.00019804340080043748,0.019804340080043746,LOW,"Observed contribution across 3 files, 5 commits, and 179 changes."
guimmd2,5,2,225,0.0004464285714285714,0.00012822156686754713,7.1888661142060336e-06,0.00019394633480344155,0.019394633480344155,LOW,"Observed contribution across 5 files, 2 commits, and 225 changes."
spurwaha,5,2,28,0.0004464285714285714,0.00012822156686754713,8.946144497678619e-07,0.00019184825091529548,0.019184825091529547,LOW,"Observed contribution across 5 files, 2 commits, and 28 changes."
emxs1,1,2,11053,8.928571428571429e-05,0.00012822156686754713,0.0003531490540458635,0.0001902187783997083,0.01902187783997083,LOW,"Observed contribution across 1 files, 2 commits, and 11053 changes."
DanielGarzaB,4,3,153,0.00035714285714285714,0.0001923323503013207,4.8884289576601025e-06,0.00018478787880061263,0.018478787880061263,LOW,"Observed contribution across 4 files, 3 commits, and 153 changes."
rrazvd,4,3,113,0.00035714285714285714,0.0001923323503013207,3.6104083151345855e-06,0.0001843618719197708,0.01843618719197708,LOW,"Observed contribution across 4 files, 3 commits, and 113 changes."
Suzu1Dev,4,3,112,0.00035714285714285714,0.0001923323503013207,3.5784577990714477e-06,0.00018435122174774974,0.018435122174774974,LOW,"Observed contribution across 4 files, 3 commits, and 112 changes."
