file_name,dominant_developer,dominant_developer_share,total_commits,unique_developers,files_losing_dominant_contributor,files_with_no_remaining_contributor,remaining_contributor_share,high_concentration_flag
extensions/vscode-colorize-tests/test/colorize-results/issue-76997_php.json,NguyenCuong1989,1.0,1,1,1,1,0.0,1
extensions/vscode-colorize-tests/test/colorize-results/makefile.json,NguyenCuong1989,0.5,2,2,1,0,0.5,0
extensions/vscode-colorize-tests/test/colorize-results/md-math_md.json,0xNeshi,0.6666666666666666,3,2,1,0,0.33333333333333337,0
extensions/vscode-colorize-tests/test/colorize-results/test-13777_go.json,NguyenCuong1989,0.5,2,2,1,0,0.5,0
extensions/vscode-colorize-tests/test/colorize-results/test-166781_rs.json,NguyenCuong1989,0.5,2,2,1,0,0.5,0
extensions/vscode-colorize-tests/test/colorize-results/test-173216_sh.json,NguyenCuong1989,0.5,2,2,1,0,0.5,0
extensions/vscode-colorize-tests/test/colorize-results/test-173224_sh.json,NguyenCuong1989,0.5,2,2,1,0,0.5,0
extensions/vscode-colorize-tests/test/colorize-results/test-173336_sh.json,NguyenCuong1989,0.5,2,2,1,0,0.5,0
extensions/vscode-colorize-tests/test/colorize-results/test-23630_cpp.json,NguyenCuong1989,1.0,1,1,1,1,0.0,1
extensions/vscode-colorize-tests/test/colorize-results/test-23850_cpp.json,NguyenCuong1989,1.0,1,1,1,1,0.0,1
extensions/vscode-colorize-tests/test/colorize-results/test-241001_ts.json,NguyenCuong1989,0.5,2,2,1,0,0.5,0
extensions/vscode-colorize-tests/test/colorize-results/test-33886_md.json,NguyenCuong1989,1.0,1,1,1,1,0.0,1
extensions/vscode-colorize-tests/test/colorize-results/test-4287_pug.json,NguyenCuong1989,1.0,1,1,1,1,0.0,1
extensions/vscode-colorize-tests/test/colorize-results/test-6611_rs.json,NguyenCuong1989,1.0,1,1,1,1,0.0,1
extensions/vscode-colorize-tests/test/colorize-results/test-7115_xml.json,NguyenCuong1989,1.0,1,1,1,1,0.0,1
extensions/vscode-colorize-tests/test/colorize-results/test-78769_cpp.json,sandy081,0.17857142857142858,28,20,0,0,0.8214285714285714,0
extensions/vscode-colorize-tests/test/colorize-results/test-80644_cpp.json,sandy081,0.17857142857142858,28,20,0,0,0.8214285714285714,0
extensions/vscode-colorize-tests/test/colorize-results/test-brackets_tsx.json,NguyenCuong1989,0.5,2,2,1,0,0.5,0
extensions/vscode-colorize-tests/test/colorize-results/test-css-nesting_css.json,srikanthananthula63053,1.0,1,1,1,1,0.0,1
extensions/vscode-colorize-tests/test/colorize-results/test-cssvariables_less.json,NguyenCuong1989,1.0,1,1,1,1,0.0,1
extensions/vscode-colorize-tests/test/colorize-results/test-cssvariables_scss.json,dmitrivMS,0.25,40,18,0,0,0.75,0
extensions/vscode-colorize-tests/test/colorize-results/test-embedding_html.json,dmitrivMS,0.24390243902439024,41,18,0,0,0.7560975609756098,0
extensions/vscode-colorize-tests/test/colorize-results/test-freeze-56377_py.json,NguyenCuong1989,1.0,1,1,1,1,0.0,1
extensions/vscode-colorize-tests/test/colorize-results/test-freeze-56476_ps1.json,NguyenCuong1989,1.0,1,1,1,1,0.0,1
extensions/vscode-colorize-tests/test/colorize-results/test-function-inv_ts.json,NguyenCuong1989,0.5,2,2,1,0,0.5,0
extensions/vscode-colorize-tests/test/colorize-results/test-issue11_ts.json,NguyenCuong1989,0.5,2,2,1,0,0.5,0
extensions/vscode-colorize-tests/test/colorize-results/test-issue241715_ts.json,NguyenCuong1989,0.5,2,2,1,0,0.5,0
extensions/vscode-colorize-tests/test/colorize-results/test-issue5431_ts.json,NguyenCuong1989,0.5,2,2,1,0,0.5,0
extensions/vscode-colorize-tests/test/colorize-results/test-issue5465_ts.json,NguyenCuong1989,0.5,2,2,1,0,0.5,0
extensions/vscode-colorize-tests/test/colorize-results/test-issue5566_ts.json,NguyenCuong1989,0.5,2,2,1,0,0.5,0
extensions/vscode-colorize-tests/test/colorize-results/test-jsdoc-multiline-type_ts.json,NguyenCuong1989,0.5,2,2,1,0,0.5,0
extensions/vscode-colorize-tests/test/colorize-results/test-keywords_ts.json,NguyenCuong1989,1.0,1,1,1,1,0.0,1
extensions/vscode-colorize-tests/test/colorize-results/test-members_ts.json,NguyenCuong1989,0.5,2,2,1,0,0.5,0
extensions/vscode-colorize-tests/test/colorize-results/test-object-literals_ts.json,NguyenCuong1989,0.5,2,2,1,0,0.5,0
extensions/vscode-colorize-tests/test/colorize-results/test-regex_coffee.json,NguyenCuong1989,1.0,1,1,1,1,0.0,1
extensions/vscode-colorize-tests/test/colorize-results/test-strings_ts.json,NguyenCuong1989,0.5,2,2,1,0,0.5,0
extensions/vscode-colorize-tests/test/colorize-results/test-this_ts.json,NguyenCuong1989,0.5,2,2,1,0,0.5,0
extensions/vscode-colorize-tests/test/colorize-results/test-variables_css.json,NguyenCuong1989,1.0,1,1,1,1,0.0,1
extensions/vscode-colorize-tests/test/colorize-results/test2_pl.json,NguyenCuong1989,0.5,2,2,1,0,0.5,0
extensions/vscode-colorize-tests/test/colorize-results/test6916_js.json,NguyenCuong1989,0.5,2,2,1,0,0.5,0
extensions/vscode-colorize-tests/test/colorize-results/test_bat.json,NguyenCuong1989,0.5,2,2,1,0,0.5,0
extensions/vscode-colorize-tests/test/colorize-results/test_bib.json,NguyenCuong1989,1.0,1,1,1,1,0.0,1
extensions/vscode-colorize-tests/test/colorize-results/test_c.json,NguyenCuong1989,0.5,2,2,1,0,0.5,0
extensions/vscode-colorize-tests/test/colorize-results/test_cc.json,sandy081,0.17857142857142858,28,20,0,0,0.8214285714285714,0
extensions/vscode-colorize-tests/test/colorize-results/test_clj.json,NguyenCuong1989,1.0,1,1,1,1,0.0,1
extensions/vscode-colorize-tests/test/colorize-results/test_code-snippets.json,NguyenCuong1989,1.0,1,1,1,1,0.0,1
extensions/vscode-colorize-tests/test/colorize-results/test_coffee.json,NguyenCuong1989,0.5,2,2,1,0,0.5,0
extensions/vscode-colorize-tests/test/colorize-results/test_cpp.json,sandy081,0.17857142857142858,28,20,0,0,0.8214285714285714,0
extensions/vscode-colorize-tests/test/colorize-results/test_cs.json,NguyenCuong1989,0.5,2,2,1,0,0.5,0
extensions/vscode-colorize-tests/test/colorize-results/test_cshtml.json,NguyenCuong1989,0.5,2,2,1,0,0.5,0
extensions/vscode-colorize-tests/test/colorize-results/test_css.json,dmitrivMS,0.25,40,18,0,0,0.75,0
extensions/vscode-colorize-tests/test/colorize-results/test_cu.json,sandy081,0.17857142857142858,28,20,0,0,0.8214285714285714,0
extensions/vscode-colorize-tests/test/colorize-results/test_dart.json,NguyenCuong1989,1.0,1,1,1,1,0.0,1
extensions/vscode-colorize-tests/test/colorize-results/test_diff.json,NguyenCuong1989,0.5,2,2,1,0,0.5,0
extensions/vscode-colorize-tests/test/colorize-results/test_env.json,NguyenCuong1989,1.0,1,1,1,1,0.0,1
extensions/vscode-colorize-tests/test/colorize-results/test_fs.json,NguyenCuong1989,1.0,1,1,1,1,0.0,1
extensions/vscode-colorize-tests/test/colorize-results/test_go.json,NguyenCuong1989,0.5,2,2,1,0,0.5,0
extensions/vscode-colorize-tests/test/colorize-results/test_groovy.json,NguyenCuong1989,0.5,2,2,1,0,0.5,0
extensions/vscode-colorize-tests/test/colorize-results/test_handlebars.json,NguyenCuong1989,1.0,1,1,1,1,0.0,1
extensions/vscode-colorize-tests/test/colorize-results/test_hbs.json,NguyenCuong1989,1.0,1,1,1,1,0.0,1
extensions/vscode-colorize-tests/test/colorize-results/test_hlsl.json,NguyenCuong1989,1.0,1,1,1,1,0.0,1
extensions/vscode-colorize-tests/test/colorize-results/test_html.json,NguyenCuong1989,0.5,2,2,1,0,0.5,0
extensions/vscode-colorize-tests/test/colorize-results/test_ini.json,NguyenCuong1989,1.0,1,1,1,1,0.0,1
extensions/vscode-colorize-tests/test/colorize-results/test_jl.json,NguyenCuong1989,1.0,1,1,1,1,0.0,1
extensions/vscode-colorize-tests/test/colorize-results/test_js.json,NguyenCuong1989,0.5,2,2,1,0,0.5,0
extensions/vscode-colorize-tests/test/colorize-results/test_json.json,NguyenCuong1989,1.0,1,1,1,1,0.0,1
extensions/vscode-colorize-tests/test/colorize-results/test_jsx.json,NguyenCuong1989,0.5,2,2,1,0,0.5,0
extensions/vscode-colorize-tests/test/colorize-results/test_less.json,NguyenCuong1989,0.5,2,2,1,0,0.5,0
extensions/vscode-colorize-tests/test/colorize-results/test_log.json,NguyenCuong1989,1.0,1,1,1,1,0.0,1
extensions/vscode-colorize-tests/test/colorize-results/test_lua.json,NguyenCuong1989,0.5,2,2,1,0,0.5,0
extensions/vscode-colorize-tests/test/colorize-results/test_m.json,NguyenCuong1989,0.5,2,2,1,0,0.5,0
extensions/vscode-colorize-tests/test/colorize-results/test_md.json,NguyenCuong1989,1.0,1,1,1,1,0.0,1
extensions/vscode-colorize-tests/test/colorize-results/test_mm.json,NguyenCuong1989,0.5,2,2,1,0,0.5,0
extensions/vscode-colorize-tests/test/colorize-results/test_p6.json,NguyenCuong1989,0.5,2,2,1,0,0.5,0
extensions/vscode-colorize-tests/test/colorize-results/test_php.json,NguyenCuong1989,0.5,2,2,1,0,0.5,0
extensions/vscode-colorize-tests/test/colorize-results/test_pl.json,NguyenCuong1989,0.5,2,2,1,0,0.5,0
extensions/vscode-colorize-tests/test/colorize-results/test_ps1.json,NguyenCuong1989,0.5,2,2,1,0,0.5,0
extensions/vscode-colorize-tests/test/colorize-results/test_pug.json,NguyenCuong1989,0.5,2,2,1,0,0.5,0
extensions/vscode-colorize-tests/test/colorize-results/test_py.json,NguyenCuong1989,0.5,2,2,1,0,0.5,0
extensions/vscode-colorize-tests/test/colorize-results/test_r.json,NguyenCuong1989,0.5,2,2,1,0,0.5,0
extensions/vscode-colorize-tests/test/colorize-results/test_rb.json,NguyenCuong1989,0.5,2,2,1,0,0.5,0
extensions/vscode-colorize-tests/test/colorize-results/test_regexp.ts.json,NguyenCuong1989,0.5,2,2,1,0,0.5,0
extensions/vscode-colorize-tests/test/colorize-results/test_rs.json,NguyenCuong1989,0.5,2,2,1,0,0.5,0
extensions/vscode-colorize-tests/test/colorize-results/test_rst.json,NguyenCuong1989,1.0,1,1,1,1,0.0,1
extensions/vscode-colorize-tests/test/colorize-results/test_scss.json,dmitrivMS,0.25,40,18,0,0,0.75,0
extensions/vscode-colorize-tests/test/colorize-results/test_sh.json,NguyenCuong1989,0.5,2,2,1,0,0.5,0
extensions/vscode-colorize-tests/test/colorize-results/test_shader.json,NguyenCuong1989,1.0,1,1,1,1,0.0,1
extensions/vscode-colorize-tests/test/colorize-results/test_sql.json,NguyenCuong1989,1.0,1,1,1,1,0.0,1
extensions/vscode-colorize-tests/test/colorize-results/test_sty.json,NguyenCuong1989,1.0,1,1,1,1,0.0,1
extensions/vscode-colorize-tests/test/colorize-results/test_swift.json,NguyenCuong1989,1.0,1,1,1,1,0.0,1
extensions/vscode-colorize-tests/test/colorize-results/test_tex.json,NguyenCuong1989,0.5,2,2,1,0,0.5,0
extensions/vscode-colorize-tests/test/colorize-results/test_ts.json,NguyenCuong1989,0.5,2,2,1,0,0.5,0
extensions/vscode-colorize-tests/test/colorize-results/test_vb.json,NguyenCuong1989,0.5,2,2,1,0,0.5,0
extensions/vscode-colorize-tests/test/colorize-results/test_xml.json,NguyenCuong1989,1.0,1,1,1,1,0.0,1
extensions/vscode-colorize-tests/test/colorize-results/test_yaml.json,NguyenCuong1989,0.5,2,2,1,0,0.5,0
extensions/vscode-colorize-tests/test/colorize-results/tsconfig_off_json.json,NguyenCuong1989,1.0,1,1,1,1,0.0,1
extensions/vscode-colorize-tests/test/colorize-tree-sitter-results/issue-279576_md.json,dmitrivMS,0.2,35,21,0,0,0.8,0
extensions/vscode-colorize-tests/test/colorize-tree-sitter-results/test-241001_ts.json,NguyenCuong1989,1.0,1,1,1,1,0.0,1
extensions/vscode-colorize-tests/test/colorize-tree-sitter-results/test-css-nesting_css.json,srikanthananthula63053,1.0,1,1,1,1,0.0,1
extensions/vscode-colorize-tests/test/colorize-tree-sitter-results/test-function-inv_ts.json,NguyenCuong1989,0.5,2,2,1,0,0.5,0
extensions/vscode-colorize-tests/test/colorize-tree-sitter-results/test-issue11_ts.json,NguyenCuong1989,1.0,1,1,1,1,0.0,1
extensions/vscode-colorize-tests/test/colorize-tree-sitter-results/test-issue241715_ts.json,NguyenCuong1989,0.5,2,2,1,0,0.5,0
extensions/vscode-colorize-tests/test/colorize-tree-sitter-results/test-issue5431_ts.json,NguyenCuong1989,1.0,1,1,1,1,0.0,1
extensions/vscode-colorize-tests/test/colorize-tree-sitter-results/test-issue5465_ts.json,NguyenCuong1989,1.0,1,1,1,1,0.0,1
extensions/vscode-colorize-tests/test/colorize-tree-sitter-results/test-issue5566_ts.json,NguyenCuong1989,1.0,1,1,1,1,0.0,1
extensions/vscode-colorize-tests/test/colorize-tree-sitter-results/test-jsdoc-multiline-type_ts.json,NguyenCuong1989,0.5,2,2,1,0,0.5,0
extensions/vscode-colorize-tests/test/colorize-tree-sitter-results/test-keywords_ts.json,NguyenCuong1989,1.0,1,1,1,1,0.0,1
extensions/vscode-colorize-tests/test/colorize-tree-sitter-results/test-members_ts.json,NguyenCuong1989,1.0,1,1,1,1,0.0,1
extensions/vscode-colorize-tests/test/colorize-tree-sitter-results/test-object-literals_ts.json,NguyenCuong1989,1.0,1,1,1,1,0.0,1
extensions/vscode-colorize-tests/test/colorize-tree-sitter-results/test-strings_ts.json,NguyenCuong1989,0.5,2,2,1,0,0.5,0
extensions/vscode-colorize-tests/test/colorize-tree-sitter-results/test-this_ts.json,NguyenCuong1989,1.0,1,1,1,1,0.0,1
extensions/vscode-colorize-tests/test/colorize-tree-sitter-results/test-variables_css.json,NguyenCuong1989,1.0,1,1,1,1,0.0,1
extensions/vscode-colorize-tests/test/colorize-tree-sitter-results/test_css.json,NguyenCuong1989,1.0,1,1,1,1,0.0,1
extensions/vscode-colorize-tests/test/colorize-tree-sitter-results/test_ini.json,NguyenCuong1989,1.0,1,1,1,1,0.0,1
extensions/vscode-colorize-tests/test/colorize-tree-sitter-results/test_regexp.ts.json,NguyenCuong1989,1.0,1,1,1,1,0.0,1
extensions/vscode-colorize-tests/test/colorize-tree-sitter-results/test_ts.json,NguyenCuong1989,0.5,2,2,1,0,0.5,0
extensions/vscode-test-resolver/package-lock.json,SimonSiefke,1.0,1,1,1,1,0.0,1
extensions/vscode-test-resolver/package.json,SimonSiefke,1.0,1,1,1,1,0.0,1
extensions/vscode-test-resolver/src/extension.ts,dmitrivMS,0.21739130434782608,92,38,0,0,0.782608695652174,0
extensions/webview-no-service-worker/extension.js,SimonSiefke,1.0,3,1,1,1,0.0,1
extensions/webview-no-service-worker/media/image.svg,SimonSiefke,1.0,2,1,1,1,0.0,1
extensions/webview-no-service-worker/media/style.css,SimonSiefke,1.0,2,1,1,1,0.0,1
extensions/webview-no-service-worker/package.json,SimonSiefke,1.0,2,1,1,1,0.0,1
extensions/yaml/language-configuration.json,Sravan1011,1.0,2,1,1,1,0.0,1
extensions/yaml/package.json,Sravan1011,0.5,2,2,1,0,0.5,0
finalized_features/FEATURES.md,Mohamedsaied8,1.0,1,1,1,1,0.0,1
finalized_features/assets/ros2-graph-dark-hover.png,Mohamedsaied8,1.0,1,1,1,1,0.0,1
finalized_features/assets/ros2-graph-empty-state.png,Mohamedsaied8,1.0,1,1,1,1,0.0,1
finalized_features/assets/ros2-graph-highlight.png,Mohamedsaied8,1.0,1,1,1,1,0.0,1
finalized_features/assets/ros2-graph-light.png,Mohamedsaied8,1.0,1,1,1,1,0.0,1
fix_typos.py,SpiliosDimakopoulos,1.0,1,1,1,1,0.0,1
graphify-out/.graphify_labels.json,midnights-ra1n,1.0,1,1,1,1,0.0,1
graphify-out/.graphify_python,midnights-ra1n,1.0,1,1,1,1,0.0,1
graphify-out/.graphify_root,midnights-ra1n,1.0,1,1,1,1,0.0,1
graphify-out/GRAPH_REPORT.md,midnights-ra1n,1.0,1,1,1,1,0.0,1
graphify-out/cache/stat-index.json,midnights-ra1n,1.0,1,1,1,1,0.0,1
graphify-out/cost.json,midnights-ra1n,1.0,1,1,1,1,0.0,1
graphify-out/graph.html,midnights-ra1n,1.0,1,1,1,1,0.0,1
graphify-out/graph.json,midnights-ra1n,1.0,1,1,1,1,0.0,1
graphify-out/manifest.json,midnights-ra1n,1.0,1,1,1,1,0.0,1
hello2.txt,alexdima,1.0,1,1,1,1,0.0,1
implementation-plan.md,SimonSiefke,1.0,3,1,1,1,0.0,1
implementation.md,Mohamedsaied8,1.0,1,1,1,1,0.0,1
implementation_tasks.md,Mohamedsaied8,1.0,2,1,1,1,0.0,1
local-update-server.cjs,lulujs,0.5,4,3,1,0,0.5,0
node_modules.nativi-backup/.bin/_mocha,Carrotstudiosoftwarehouse,1.0,1,1,1,1,0.0,1
node_modules.nativi-backup/.bin/acorn,Carrotstudiosoftwarehouse,1.0,1,1,1,1,0.0,1
node_modules.nativi-backup/.bin/anthropic-ai-sdk,Carrotstudiosoftwarehouse,1.0,1,1,1,1,0.0,1
node_modules.nativi-backup/.bin/asar,Carrotstudiosoftwarehouse,1.0,1,1,1,1,0.0,1
node_modules.nativi-backup/.bin/atob,Carrotstudiosoftwarehouse,1.0,1,1,1,1,0.0,1
node_modules.nativi-backup/.bin/baseline-browser-mapping,Carrotstudiosoftwarehouse,1.0,1,1,1,1,0.0,1
node_modules.nativi-backup/.bin/browserslist,Carrotstudiosoftwarehouse,1.0,1,1,1,1,0.0,1
node_modules.nativi-backup/.bin/c8,Carrotstudiosoftwarehouse,1.0,1,1,1,1,0.0,1
node_modules.nativi-backup/.bin/chrome-remote-interface,Carrotstudiosoftwarehouse,1.0,1,1,1,1,0.0,1
node_modules.nativi-backup/.bin/codex,Carrotstudiosoftwarehouse,1.0,1,1,1,1,0.0,1
node_modules.nativi-backup/.bin/color-support,Carrotstudiosoftwarehouse,1.0,1,1,1,1,0.0,1
node_modules.nativi-backup/.bin/component-explorer,Carrotstudiosoftwarehouse,1.0,1,1,1,1,0.0,1
node_modules.nativi-backup/.bin/copilot,Carrotstudiosoftwarehouse,1.0,1,1,1,1,0.0,1
node_modules.nativi-backup/.bin/copilot-darwin-arm64,Carrotstudiosoftwarehouse,1.0,1,1,1,1,0.0,1
node_modules.nativi-backup/.bin/css-beautify,Carrotstudiosoftwarehouse,1.0,1,1,1,1,0.0,1
node_modules.nativi-backup/.bin/deemon,Carrotstudiosoftwarehouse,1.0,1,1,1,1,0.0,1
node_modules.nativi-backup/.bin/editorconfig,Carrotstudiosoftwarehouse,1.0,1,1,1,1,0.0,1
node_modules.nativi-backup/.bin/electron,Carrotstudiosoftwarehouse,1.0,1,1,1,1,0.0,1
node_modules.nativi-backup/.bin/eslint,Carrotstudiosoftwarehouse,1.0,1,1,1,1,0.0,1
node_modules.nativi-backup/.bin/esparse,Carrotstudiosoftwarehouse,1.0,1,1,1,1,0.0,1
node_modules.nativi-backup/.bin/esvalidate,Carrotstudiosoftwarehouse,1.0,1,1,1,1,0.0,1
node_modules.nativi-backup/.bin/flat,Carrotstudiosoftwarehouse,1.0,1,1,1,1,0.0,1
node_modules.nativi-backup/.bin/fxparser,Carrotstudiosoftwarehouse,1.0,1,1,1,1,0.0,1
node_modules.nativi-backup/.bin/gulp,Carrotstudiosoftwarehouse,1.0,1,1,1,1,0.0,1
node_modules.nativi-backup/.bin/gunzip-maybe,Carrotstudiosoftwarehouse,1.0,1,1,1,1,0.0,1
node_modules.nativi-backup/.bin/he,Carrotstudiosoftwarehouse,1.0,1,1,1,1,0.0,1
node_modules.nativi-backup/.bin/html-beautify,Carrotstudiosoftwarehouse,1.0,1,1,1,1,0.0,1
node_modules.nativi-backup/.bin/innosetup-compiler,Carrotstudiosoftwarehouse,1.0,1,1,1,1,0.0,1
node_modules.nativi-backup/.bin/install-electron,Carrotstudiosoftwarehouse,1.0,1,1,1,1,0.0,1
node_modules.nativi-backup/.bin/is-ci,Carrotstudiosoftwarehouse,1.0,1,1,1,1,0.0,1
node_modules.nativi-backup/.bin/is-docker,Carrotstudiosoftwarehouse,1.0,1,1,1,1,0.0,1
node_modules.nativi-backup/.bin/is-inside-container,Carrotstudiosoftwarehouse,1.0,1,1,1,1,0.0,1
node_modules.nativi-backup/.bin/js-beautify,Carrotstudiosoftwarehouse,1.0,1,1,1,1,0.0,1
node_modules.nativi-backup/.bin/js-yaml,Carrotstudiosoftwarehouse,1.0,1,1,1,1,0.0,1
node_modules.nativi-backup/.bin/jsesc,Carrotstudiosoftwarehouse,1.0,1,1,1,1,0.0,1
node_modules.nativi-backup/.bin/json5,Carrotstudiosoftwarehouse,1.0,1,1,1,1,0.0,1
node_modules.nativi-backup/.bin/katex,Carrotstudiosoftwarehouse,1.0,1,1,1,1,0.0,1
node_modules.nativi-backup/.bin/loose-envify,Carrotstudiosoftwarehouse,1.0,1,1,1,1,0.0,1
node_modules.nativi-backup/.bin/markdown-it,Carrotstudiosoftwarehouse,1.0,1,1,1,1,0.0,1
node_modules.nativi-backup/.bin/miller-rabin,Carrotstudiosoftwarehouse,1.0,1,1,1,1,0.0,1
node_modules.nativi-backup/.bin/mime,Carrotstudiosoftwarehouse,1.0,1,1,1,1,0.0,1
node_modules.nativi-backup/.bin/mkdirp,Carrotstudiosoftwarehouse,1.0,1,1,1,1,0.0,1
node_modules.nativi-backup/.bin/mocha,Carrotstudiosoftwarehouse,1.0,1,1,1,1,0.0,1
node_modules.nativi-backup/.bin/node-gyp-build,Carrotstudiosoftwarehouse,1.0,1,1,1,1,0.0,1
node_modules.nativi-backup/.bin/node-gyp-build-optional,Carrotstudiosoftwarehouse,1.0,1,1,1,1,0.0,1
node_modules.nativi-backup/.bin/node-gyp-build-test,Carrotstudiosoftwarehouse,1.0,1,1,1,1,0.0,1
node_modules.nativi-backup/.bin/node-which,Carrotstudiosoftwarehouse,1.0,1,1,1,1,0.0,1
node_modules.nativi-backup/.bin/nopt,Carrotstudiosoftwarehouse,1.0,1,1,1,1,0.0,1
node_modules.nativi-backup/.bin/npm-run-all,Carrotstudiosoftwarehouse,1.0,1,1,1,1,0.0,1
node_modules.nativi-backup/.bin/npm-run-all2,Carrotstudiosoftwarehouse,1.0,1,1,1,1,0.0,1
node_modules.nativi-backup/.bin/ot,Carrotstudiosoftwarehouse,1.0,1,1,1,1,0.0,1
node_modules.nativi-backup/.bin/parser,Carrotstudiosoftwarehouse,1.0,1,1,1,1,0.0,1
node_modules.nativi-backup/.bin/playwright,Carrotstudiosoftwarehouse,1.0,1,1,1,1,0.0,1
node_modules.nativi-backup/.bin/playwright-cli,Carrotstudiosoftwarehouse,1.0,1,1,1,1,0.0,1
node_modules.nativi-backup/.bin/playwright-core,Carrotstudiosoftwarehouse,1.0,1,1,1,1,0.0,1
node_modules.nativi-backup/.bin/prebuild-install,Carrotstudiosoftwarehouse,1.0,1,1,1,1,0.0,1
node_modules.nativi-backup/.bin/pseudo-localization,Carrotstudiosoftwarehouse,1.0,1,1,1,1,0.0,1
node_modules.nativi-backup/.bin/rc,Carrotstudiosoftwarehouse,1.0,1,1,1,1,0.0,1
node_modules.nativi-backup/.bin/resolve,Carrotstudiosoftwarehouse,1.0,1,1,1,1,0.0,1
node_modules.nativi-backup/.bin/rimraf,Carrotstudiosoftwarehouse,1.0,1,1,1,1,0.0,1
node_modules.nativi-backup/.bin/run-p,Carrotstudiosoftwarehouse,1.0,1,1,1,1,0.0,1
node_modules.nativi-backup/.bin/run-s,Carrotstudiosoftwarehouse,1.0,1,1,1,1,0.0,1
node_modules.nativi-backup/.bin/semver,Carrotstudiosoftwarehouse,1.0,1,1,1,1,0.0,1
node_modules.nativi-backup/.bin/srt,Carrotstudiosoftwarehouse,1.0,1,1,1,1,0.0,1
node_modules.nativi-backup/.bin/svgo,Carrotstudiosoftwarehouse,1.0,1,1,1,1,0.0,1
node_modules.nativi-backup/.bin/tree-kill,Carrotstudiosoftwarehouse,1.0,1,1,1,1,0.0,1
node_modules.nativi-backup/.bin/tsc,Carrotstudiosoftwarehouse,1.0,1,1,1,1,0.0,1
node_modules.nativi-backup/.bin/tsc6,Carrotstudiosoftwarehouse,1.0,1,1,1,1,0.0,1
node_modules.nativi-backup/.bin/tsec,Carrotstudiosoftwarehouse,1.0,1,1,1,1,0.0,1
node_modules.nativi-backup/.bin/tsserver,Carrotstudiosoftwarehouse,1.0,1,1,1,1,0.0,1
node_modules.nativi-backup/.bin/update-browserslist-db,Carrotstudiosoftwarehouse,1.0,1,1,1,1,0.0,1
node_modules.nativi-backup/.bin/upload-to-azure,Carrotstudiosoftwarehouse,1.0,1,1,1,1,0.0,1
node_modules.nativi-backup/.bin/uuid,Carrotstudiosoftwarehouse,1.0,1,1,1,1,0.0,1
node_modules.nativi-backup/.bin/vscode-l10n-dev,Carrotstudiosoftwarehouse,1.0,1,1,1,1,0.0,1
node_modules.nativi-backup/.bin/vscode-languagedetection,Carrotstudiosoftwarehouse,1.0,1,1,1,1,0.0,1
node_modules.nativi-backup/.bin/vscode-perf,Carrotstudiosoftwarehouse,1.0,1,1,1,1,0.0,1
node_modules.nativi-backup/.bin/vscode-telemetry-extractor,Carrotstudiosoftwarehouse,1.0,1,1,1,1,0.0,1
node_modules.nativi-backup/.bin/vscode-test,Carrotstudiosoftwarehouse,1.0,1,1,1,1,0.0,1
node_modules.nativi-backup/.bin/vscode-test-web,Carrotstudiosoftwarehouse,1.0,1,1,1,1,0.0,1
node_modules.nativi-backup/.bin/yaserver,Carrotstudiosoftwarehouse,1.0,1,1,1,1,0.0,1
node_modules.nativi-backup/.cpu-features-H0u88pgm/buildcheck.gypi,Carrotstudiosoftwarehouse,1.0,1,1,1,1,0.0,1
node_modules.nativi-backup/.kerberos-osss7MHV/build/config.gypi,Carrotstudiosoftwarehouse,1.0,1,1,1,1,0.0,1
node_modules.nativi-backup/.native-is-elevated-Xeeflfua/build/config.gypi,Carrotstudiosoftwarehouse,1.0,1,1,1,1,0.0,1
node_modules.nativi-backup/.native-keymap-A3j2ISWw/build/config.gypi,Carrotstudiosoftwarehouse,1.0,1,1,1,1,0.0,1
node_modules.nativi-backup/.node-pty-LgcmlaR6/build/config.gypi,Carrotstudiosoftwarehouse,1.0,1,1,1,1,0.0,1
node_modules.nativi-backup/@vscode/windows-mutex/build/config.gypi,Carrotstudiosoftwarehouse,1.0,1,1,1,1,0.0,1
node_modules.nativi-backup/@vscode/windows-process-tree/build/config.gypi,Carrotstudiosoftwarehouse,1.0,1,1,1,1,0.0,1
node_modules.nativi-backup/@vscode/windows-registry/build/config.gypi,Carrotstudiosoftwarehouse,1.0,1,1,1,1,0.0,1
node_modules.nativi-backup/cpu-features/buildcheck.gypi,Carrotstudiosoftwarehouse,1.0,1,1,1,1,0.0,1
node_modules.nativi-backup/kerberos/build/config.gypi,Carrotstudiosoftwarehouse,1.0,1,1,1,1,0.0,1
node_modules.nativi-backup/native-is-elevated/build/config.gypi,Carrotstudiosoftwarehouse,1.0,1,1,1,1,0.0,1
node_modules.nativi-backup/native-keymap/build/config.gypi,Carrotstudiosoftwarehouse,1.0,1,1,1,1,0.0,1
node_modules.nativi-backup/node-pty/build/config.gypi,Carrotstudiosoftwarehouse,1.0,1,1,1,1,0.0,1
package-lock.json,dmitrivMS,0.09020217729393468,1286,144,0,0,0.9097978227060654,0
package.json,dmitrivMS,0.09402882635552505,1457,149,0,0,0.905971173644475,0
plan.md,benibenj,1.0,2,1,1,1,0.0,1
pnpm-lock.yaml,roblourens,0.21739130434782608,46,26,0,0,0.782608695652174,0
pnpm-workspace.yaml,midnights-ra1n,1.0,1,1,1,1,0.0,1
product.json,lulujs,0.25757575757575757,132,52,0,0,0.7424242424242424,0
