issue_number,pr_number,title,state,created_at,closed_at,author_x,commit_sha,commit_message,author_y,commit_date,file_name,status,additions,deletions,changes
335508,335355,AI Customizations: Extension Tools list is clipped and hides tools,closed,2026-09-10 16:42:15+00:00,2026-09-11 00:47:14+00:00,Copilot,cef1a6f2d17b389e1f23c49762ae60eea9e1f28e,"Merge origin/main into customizations scrollbar fix

Co-authored-by: Copilot <223556219+Copilot@users.noreply.github.com>",pwang347,2026-09-10 23:14:37+00:00,src/vs/platform/agentHost/node/copilot/copilotAgent.ts,modified,39.0,41.0,80.0
335508,335355,AI Customizations: Extension Tools list is clipped and hides tools,closed,2026-09-10 16:42:15+00:00,2026-09-11 00:47:14+00:00,Copilot,cef1a6f2d17b389e1f23c49762ae60eea9e1f28e,"Merge origin/main into customizations scrollbar fix

Co-authored-by: Copilot <223556219+Copilot@users.noreply.github.com>",pwang347,2026-09-10 23:14:37+00:00,src/vs/platform/agentHost/node/copilot/copilotAgentSession.ts,modified,220.0,36.0,256.0
335508,335355,AI Customizations: Extension Tools list is clipped and hides tools,closed,2026-09-10 16:42:15+00:00,2026-09-11 00:47:14+00:00,Copilot,cef1a6f2d17b389e1f23c49762ae60eea9e1f28e,"Merge origin/main into customizations scrollbar fix

Co-authored-by: Copilot <223556219+Copilot@users.noreply.github.com>",pwang347,2026-09-10 23:14:37+00:00,src/vs/platform/agentHost/node/copilot/copilotGitHubTelemetryForwarder.ts,modified,32.0,1.0,33.0
335508,335355,AI Customizations: Extension Tools list is clipped and hides tools,closed,2026-09-10 16:42:15+00:00,2026-09-11 00:47:14+00:00,Copilot,cef1a6f2d17b389e1f23c49762ae60eea9e1f28e,"Merge origin/main into customizations scrollbar fix

Co-authored-by: Copilot <223556219+Copilot@users.noreply.github.com>",pwang347,2026-09-10 23:14:37+00:00,src/vs/platform/agentHost/node/copilot/copilotSandboxPolicy.ts,added,19.0,0.0,19.0
335508,335355,AI Customizations: Extension Tools list is clipped and hides tools,closed,2026-09-10 16:42:15+00:00,2026-09-11 00:47:14+00:00,Copilot,cef1a6f2d17b389e1f23c49762ae60eea9e1f28e,"Merge origin/main into customizations scrollbar fix

Co-authored-by: Copilot <223556219+Copilot@users.noreply.github.com>",pwang347,2026-09-10 23:14:37+00:00,src/vs/platform/agentHost/node/copilot/copilotSessionLauncher.ts,modified,37.0,14.0,51.0
335508,335355,AI Customizations: Extension Tools list is clipped and hides tools,closed,2026-09-10 16:42:15+00:00,2026-09-11 00:47:14+00:00,Copilot,cef1a6f2d17b389e1f23c49762ae60eea9e1f28e,"Merge origin/main into customizations scrollbar fix

Co-authored-by: Copilot <223556219+Copilot@users.noreply.github.com>",pwang347,2026-09-10 23:14:37+00:00,src/vs/platform/agentHost/node/copilot/copilotSessionWrapper.ts,modified,68.0,1.0,69.0
335508,335355,AI Customizations: Extension Tools list is clipped and hides tools,closed,2026-09-10 16:42:15+00:00,2026-09-11 00:47:14+00:00,Copilot,cef1a6f2d17b389e1f23c49762ae60eea9e1f28e,"Merge origin/main into customizations scrollbar fix

Co-authored-by: Copilot <223556219+Copilot@users.noreply.github.com>",pwang347,2026-09-10 23:14:37+00:00,src/vs/platform/agentHost/node/copilot/copilotShellTools.ts,modified,1.0,2.0,3.0
335508,335355,AI Customizations: Extension Tools list is clipped and hides tools,closed,2026-09-10 16:42:15+00:00,2026-09-11 00:47:14+00:00,Copilot,cef1a6f2d17b389e1f23c49762ae60eea9e1f28e,"Merge origin/main into customizations scrollbar fix

Co-authored-by: Copilot <223556219+Copilot@users.noreply.github.com>",pwang347,2026-09-10 23:14:37+00:00,src/vs/platform/agentHost/node/copilot/mapSessionEvents.ts,modified,2.0,2.0,4.0
335508,335355,AI Customizations: Extension Tools list is clipped and hides tools,closed,2026-09-10 16:42:15+00:00,2026-09-11 00:47:14+00:00,Copilot,cef1a6f2d17b389e1f23c49762ae60eea9e1f28e,"Merge origin/main into customizations scrollbar fix

Co-authored-by: Copilot <223556219+Copilot@users.noreply.github.com>",pwang347,2026-09-10 23:14:37+00:00,src/vs/platform/agentHost/node/copilot/modelCallTurnCorrelation.ts,modified,22.0,11.0,33.0
335508,335355,AI Customizations: Extension Tools list is clipped and hides tools,closed,2026-09-10 16:42:15+00:00,2026-09-11 00:47:14+00:00,Copilot,cef1a6f2d17b389e1f23c49762ae60eea9e1f28e,"Merge origin/main into customizations scrollbar fix

Co-authored-by: Copilot <223556219+Copilot@users.noreply.github.com>",pwang347,2026-09-10 23:14:37+00:00,src/vs/platform/agentHost/node/copilot/observedTokenUsage.ts,added,63.0,0.0,63.0
335508,335355,AI Customizations: Extension Tools list is clipped and hides tools,closed,2026-09-10 16:42:15+00:00,2026-09-11 00:47:14+00:00,Copilot,cef1a6f2d17b389e1f23c49762ae60eea9e1f28e,"Merge origin/main into customizations scrollbar fix

Co-authored-by: Copilot <223556219+Copilot@users.noreply.github.com>",pwang347,2026-09-10 23:14:37+00:00,src/vs/platform/agentHost/node/copilot/sessionCustomizationDiscovery.ts,modified,7.0,14.0,21.0
335508,335355,AI Customizations: Extension Tools list is clipped and hides tools,closed,2026-09-10 16:42:15+00:00,2026-09-11 00:47:14+00:00,Copilot,cef1a6f2d17b389e1f23c49762ae60eea9e1f28e,"Merge origin/main into customizations scrollbar fix

Co-authored-by: Copilot <223556219+Copilot@users.noreply.github.com>",pwang347,2026-09-10 23:14:37+00:00,src/vs/platform/agentHost/node/protocolServerHandler.ts,modified,69.0,15.0,84.0
335508,335355,AI Customizations: Extension Tools list is clipped and hides tools,closed,2026-09-10 16:42:15+00:00,2026-09-11 00:47:14+00:00,Copilot,cef1a6f2d17b389e1f23c49762ae60eea9e1f28e,"Merge origin/main into customizations scrollbar fix

Co-authored-by: Copilot <223556219+Copilot@users.noreply.github.com>",pwang347,2026-09-10 23:14:37+00:00,src/vs/platform/agentHost/node/sessionPermissions.ts,modified,17.0,4.0,21.0
335508,335355,AI Customizations: Extension Tools list is clipped and hides tools,closed,2026-09-10 16:42:15+00:00,2026-09-11 00:47:14+00:00,Copilot,cef1a6f2d17b389e1f23c49762ae60eea9e1f28e,"Merge origin/main into customizations scrollbar fix

Co-authored-by: Copilot <223556219+Copilot@users.noreply.github.com>",pwang347,2026-09-10 23:14:37+00:00,src/vs/platform/agentHost/node/sessionSandbox.ts,added,38.0,0.0,38.0
335508,335355,AI Customizations: Extension Tools list is clipped and hides tools,closed,2026-09-10 16:42:15+00:00,2026-09-11 00:47:14+00:00,Copilot,cef1a6f2d17b389e1f23c49762ae60eea9e1f28e,"Merge origin/main into customizations scrollbar fix

Co-authored-by: Copilot <223556219+Copilot@users.noreply.github.com>",pwang347,2026-09-10 23:14:37+00:00,src/vs/platform/agentHost/node/shared/agentHostOctoKitService.ts,modified,35.0,0.0,35.0
335508,335355,AI Customizations: Extension Tools list is clipped and hides tools,closed,2026-09-10 16:42:15+00:00,2026-09-11 00:47:14+00:00,Copilot,cef1a6f2d17b389e1f23c49762ae60eea9e1f28e,"Merge origin/main into customizations scrollbar fix

Co-authored-by: Copilot <223556219+Copilot@users.noreply.github.com>",pwang347,2026-09-10 23:14:37+00:00,src/vs/platform/agentHost/node/shared/agentMergeServerTools.ts,modified,74.0,4.0,78.0
335508,335355,AI Customizations: Extension Tools list is clipped and hides tools,closed,2026-09-10 16:42:15+00:00,2026-09-11 00:47:14+00:00,Copilot,cef1a6f2d17b389e1f23c49762ae60eea9e1f28e,"Merge origin/main into customizations scrollbar fix

Co-authored-by: Copilot <223556219+Copilot@users.noreply.github.com>",pwang347,2026-09-10 23:14:37+00:00,src/vs/platform/agentHost/node/shared/artifactServerTools.ts,modified,19.0,50.0,69.0
335508,335355,AI Customizations: Extension Tools list is clipped and hides tools,closed,2026-09-10 16:42:15+00:00,2026-09-11 00:47:14+00:00,Copilot,cef1a6f2d17b389e1f23c49762ae60eea9e1f28e,"Merge origin/main into customizations scrollbar fix

Co-authored-by: Copilot <223556219+Copilot@users.noreply.github.com>",pwang347,2026-09-10 23:14:37+00:00,src/vs/platform/agentHost/node/shared/sessionArtifacts.ts,added,59.0,0.0,59.0
335508,335355,AI Customizations: Extension Tools list is clipped and hides tools,closed,2026-09-10 16:42:15+00:00,2026-09-11 00:47:14+00:00,Copilot,cef1a6f2d17b389e1f23c49762ae60eea9e1f28e,"Merge origin/main into customizations scrollbar fix

Co-authored-by: Copilot <223556219+Copilot@users.noreply.github.com>",pwang347,2026-09-10 23:14:37+00:00,src/vs/platform/agentHost/node/shared/sessionServerTools.ts,modified,1.0,1.0,2.0
335508,335355,AI Customizations: Extension Tools list is clipped and hides tools,closed,2026-09-10 16:42:15+00:00,2026-09-11 00:47:14+00:00,Copilot,cef1a6f2d17b389e1f23c49762ae60eea9e1f28e,"Merge origin/main into customizations scrollbar fix

Co-authored-by: Copilot <223556219+Copilot@users.noreply.github.com>",pwang347,2026-09-10 23:14:37+00:00,src/vs/platform/agentHost/node/shared/workspacelessInstructions.ts,modified,5.0,5.0,10.0
335508,335355,AI Customizations: Extension Tools list is clipped and hides tools,closed,2026-09-10 16:42:15+00:00,2026-09-11 00:47:14+00:00,Copilot,cef1a6f2d17b389e1f23c49762ae60eea9e1f28e,"Merge origin/main into customizations scrollbar fix

Co-authored-by: Copilot <223556219+Copilot@users.noreply.github.com>",pwang347,2026-09-10 23:14:37+00:00,src/vs/platform/agentHost/node/shared/worktreeIsolation.ts,modified,84.0,16.0,100.0
335508,335355,AI Customizations: Extension Tools list is clipped and hides tools,closed,2026-09-10 16:42:15+00:00,2026-09-11 00:47:14+00:00,Copilot,cef1a6f2d17b389e1f23c49762ae60eea9e1f28e,"Merge origin/main into customizations scrollbar fix

Co-authored-by: Copilot <223556219+Copilot@users.noreply.github.com>",pwang347,2026-09-10 23:14:37+00:00,src/vs/platform/agentHost/test/browser/agentHostSandboxToggle.test.ts,added,190.0,0.0,190.0
335508,335355,AI Customizations: Extension Tools list is clipped and hides tools,closed,2026-09-10 16:42:15+00:00,2026-09-11 00:47:14+00:00,Copilot,cef1a6f2d17b389e1f23c49762ae60eea9e1f28e,"Merge origin/main into customizations scrollbar fix

Co-authored-by: Copilot <223556219+Copilot@users.noreply.github.com>",pwang347,2026-09-10 23:14:37+00:00,src/vs/platform/agentHost/test/common/agentHostFileSystemProvider.test.ts,modified,24.0,7.0,31.0
335508,335355,AI Customizations: Extension Tools list is clipped and hides tools,closed,2026-09-10 16:42:15+00:00,2026-09-11 00:47:14+00:00,Copilot,cef1a6f2d17b389e1f23c49762ae60eea9e1f28e,"Merge origin/main into customizations scrollbar fix

Co-authored-by: Copilot <223556219+Copilot@users.noreply.github.com>",pwang347,2026-09-10 23:14:37+00:00,src/vs/platform/agentHost/test/common/agentMetaReaders.test.ts,modified,7.0,0.0,7.0
335508,335355,AI Customizations: Extension Tools list is clipped and hides tools,closed,2026-09-10 16:42:15+00:00,2026-09-11 00:47:14+00:00,Copilot,cef1a6f2d17b389e1f23c49762ae60eea9e1f28e,"Merge origin/main into customizations scrollbar fix

Co-authored-by: Copilot <223556219+Copilot@users.noreply.github.com>",pwang347,2026-09-10 23:14:37+00:00,src/vs/platform/agentHost/test/common/agentPullRequestOperationMeta.test.ts,added,235.0,0.0,235.0
335508,335355,AI Customizations: Extension Tools list is clipped and hides tools,closed,2026-09-10 16:42:15+00:00,2026-09-11 00:47:14+00:00,Copilot,cef1a6f2d17b389e1f23c49762ae60eea9e1f28e,"Merge origin/main into customizations scrollbar fix

Co-authored-by: Copilot <223556219+Copilot@users.noreply.github.com>",pwang347,2026-09-10 23:14:37+00:00,src/vs/platform/agentHost/test/electron-browser/agentHostProtocolClient.test.ts,modified,22.0,0.0,22.0
335508,335355,AI Customizations: Extension Tools list is clipped and hides tools,closed,2026-09-10 16:42:15+00:00,2026-09-11 00:47:14+00:00,Copilot,cef1a6f2d17b389e1f23c49762ae60eea9e1f28e,"Merge origin/main into customizations scrollbar fix

Co-authored-by: Copilot <223556219+Copilot@users.noreply.github.com>",pwang347,2026-09-10 23:14:37+00:00,src/vs/platform/agentHost/test/node/agentHostChangesetCoordinator.test.ts,modified,127.0,43.0,170.0
335508,335355,AI Customizations: Extension Tools list is clipped and hides tools,closed,2026-09-10 16:42:15+00:00,2026-09-11 00:47:14+00:00,Copilot,cef1a6f2d17b389e1f23c49762ae60eea9e1f28e,"Merge origin/main into customizations scrollbar fix

Co-authored-by: Copilot <223556219+Copilot@users.noreply.github.com>",pwang347,2026-09-10 23:14:37+00:00,src/vs/platform/agentHost/test/node/agentHostChangesetOperationService.test.ts,modified,6.0,8.0,14.0
335508,335355,AI Customizations: Extension Tools list is clipped and hides tools,closed,2026-09-10 16:42:15+00:00,2026-09-11 00:47:14+00:00,Copilot,cef1a6f2d17b389e1f23c49762ae60eea9e1f28e,"Merge origin/main into customizations scrollbar fix

Co-authored-by: Copilot <223556219+Copilot@users.noreply.github.com>",pwang347,2026-09-10 23:14:37+00:00,src/vs/platform/agentHost/test/node/agentHostChangesetService.test.ts,modified,283.0,75.0,358.0
335508,335355,AI Customizations: Extension Tools list is clipped and hides tools,closed,2026-09-10 16:42:15+00:00,2026-09-11 00:47:14+00:00,Copilot,cef1a6f2d17b389e1f23c49762ae60eea9e1f28e,"Merge origin/main into customizations scrollbar fix

Co-authored-by: Copilot <223556219+Copilot@users.noreply.github.com>",pwang347,2026-09-10 23:14:37+00:00,src/vs/platform/agentHost/test/node/agentHostContributions.test.ts,modified,1.0,0.0,1.0
335508,335355,AI Customizations: Extension Tools list is clipped and hides tools,closed,2026-09-10 16:42:15+00:00,2026-09-11 00:47:14+00:00,Copilot,cef1a6f2d17b389e1f23c49762ae60eea9e1f28e,"Merge origin/main into customizations scrollbar fix

Co-authored-by: Copilot <223556219+Copilot@users.noreply.github.com>",pwang347,2026-09-10 23:14:37+00:00,src/vs/platform/agentHost/test/node/agentHostPromptRegistry.test.ts,modified,10.0,8.0,18.0
335508,335355,AI Customizations: Extension Tools list is clipped and hides tools,closed,2026-09-10 16:42:15+00:00,2026-09-11 00:47:14+00:00,Copilot,cef1a6f2d17b389e1f23c49762ae60eea9e1f28e,"Merge origin/main into customizations scrollbar fix

Co-authored-by: Copilot <223556219+Copilot@users.noreply.github.com>",pwang347,2026-09-10 23:14:37+00:00,src/vs/platform/agentHost/test/node/agentHostPullRequestAssociationResolver.test.ts,modified,4.0,0.0,4.0
335508,335355,AI Customizations: Extension Tools list is clipped and hides tools,closed,2026-09-10 16:42:15+00:00,2026-09-11 00:47:14+00:00,Copilot,cef1a6f2d17b389e1f23c49762ae60eea9e1f28e,"Merge origin/main into customizations scrollbar fix

Co-authored-by: Copilot <223556219+Copilot@users.noreply.github.com>",pwang347,2026-09-10 23:14:37+00:00,src/vs/platform/agentHost/test/node/agentHostPullRequestLifecycleOperationHandler.test.ts,modified,1.0,0.0,1.0
335508,335355,AI Customizations: Extension Tools list is clipped and hides tools,closed,2026-09-10 16:42:15+00:00,2026-09-11 00:47:14+00:00,Copilot,cef1a6f2d17b389e1f23c49762ae60eea9e1f28e,"Merge origin/main into customizations scrollbar fix

Co-authored-by: Copilot <223556219+Copilot@users.noreply.github.com>",pwang347,2026-09-10 23:14:37+00:00,src/vs/platform/agentHost/test/node/agentHostPullRequestOperationHandler.test.ts,modified,683.0,11.0,694.0
335508,335355,AI Customizations: Extension Tools list is clipped and hides tools,closed,2026-09-10 16:42:15+00:00,2026-09-11 00:47:14+00:00,Copilot,cef1a6f2d17b389e1f23c49762ae60eea9e1f28e,"Merge origin/main into customizations scrollbar fix

Co-authored-by: Copilot <223556219+Copilot@users.noreply.github.com>",pwang347,2026-09-10 23:14:37+00:00,src/vs/platform/agentHost/test/node/agentHostPullRequestOperationProvider.test.ts,modified,61.0,11.0,72.0
335508,335355,AI Customizations: Extension Tools list is clipped and hides tools,closed,2026-09-10 16:42:15+00:00,2026-09-11 00:47:14+00:00,Copilot,cef1a6f2d17b389e1f23c49762ae60eea9e1f28e,"Merge origin/main into customizations scrollbar fix

Co-authored-by: Copilot <223556219+Copilot@users.noreply.github.com>",pwang347,2026-09-10 23:14:37+00:00,src/vs/platform/agentHost/test/node/agentHostPullRequestStatusService.test.ts,modified,74.0,2.0,76.0
335508,335355,AI Customizations: Extension Tools list is clipped and hides tools,closed,2026-09-10 16:42:15+00:00,2026-09-11 00:47:14+00:00,Copilot,cef1a6f2d17b389e1f23c49762ae60eea9e1f28e,"Merge origin/main into customizations scrollbar fix

Co-authored-by: Copilot <223556219+Copilot@users.noreply.github.com>",pwang347,2026-09-10 23:14:37+00:00,src/vs/platform/agentHost/test/node/agentHostSessionLifecycle.test.ts,added,736.0,0.0,736.0
335508,335355,AI Customizations: Extension Tools list is clipped and hides tools,closed,2026-09-10 16:42:15+00:00,2026-09-11 00:47:14+00:00,Copilot,cef1a6f2d17b389e1f23c49762ae60eea9e1f28e,"Merge origin/main into customizations scrollbar fix

Co-authored-by: Copilot <223556219+Copilot@users.noreply.github.com>",pwang347,2026-09-10 23:14:37+00:00,src/vs/platform/agentHost/test/node/agentHostSessionTitleController.test.ts,modified,4.0,0.0,4.0
335508,335355,AI Customizations: Extension Tools list is clipped and hides tools,closed,2026-09-10 16:42:15+00:00,2026-09-11 00:47:14+00:00,Copilot,cef1a6f2d17b389e1f23c49762ae60eea9e1f28e,"Merge origin/main into customizations scrollbar fix

Co-authored-by: Copilot <223556219+Copilot@users.noreply.github.com>",pwang347,2026-09-10 23:14:37+00:00,src/vs/platform/agentHost/test/node/agentHostSyncOperationHandler.test.ts,added,184.0,0.0,184.0
335508,335355,AI Customizations: Extension Tools list is clipped and hides tools,closed,2026-09-10 16:42:15+00:00,2026-09-11 00:47:14+00:00,Copilot,cef1a6f2d17b389e1f23c49762ae60eea9e1f28e,"Merge origin/main into customizations scrollbar fix

Co-authored-by: Copilot <223556219+Copilot@users.noreply.github.com>",pwang347,2026-09-10 23:14:37+00:00,src/vs/platform/agentHost/test/node/agentHostTelemetryReporter.test.ts,modified,63.0,0.0,63.0
335508,335355,AI Customizations: Extension Tools list is clipped and hides tools,closed,2026-09-10 16:42:15+00:00,2026-09-11 00:47:14+00:00,Copilot,cef1a6f2d17b389e1f23c49762ae60eea9e1f28e,"Merge origin/main into customizations scrollbar fix

Co-authored-by: Copilot <223556219+Copilot@users.noreply.github.com>",pwang347,2026-09-10 23:14:37+00:00,src/vs/platform/agentHost/test/node/agentHostTurnTelemetry.test.ts,modified,378.0,10.0,388.0
335508,335355,AI Customizations: Extension Tools list is clipped and hides tools,closed,2026-09-10 16:42:15+00:00,2026-09-11 00:47:14+00:00,Copilot,cef1a6f2d17b389e1f23c49762ae60eea9e1f28e,"Merge origin/main into customizations scrollbar fix

Co-authored-by: Copilot <223556219+Copilot@users.noreply.github.com>",pwang347,2026-09-10 23:14:37+00:00,src/vs/platform/agentHost/test/node/agentMergeCITools.test.ts,added,596.0,0.0,596.0
335508,335355,AI Customizations: Extension Tools list is clipped and hides tools,closed,2026-09-10 16:42:15+00:00,2026-09-11 00:47:14+00:00,Copilot,cef1a6f2d17b389e1f23c49762ae60eea9e1f28e,"Merge origin/main into customizations scrollbar fix

Co-authored-by: Copilot <223556219+Copilot@users.noreply.github.com>",pwang347,2026-09-10 23:14:37+00:00,src/vs/platform/agentHost/test/node/agentMergeController.test.ts,modified,55.0,0.0,55.0
335508,335355,AI Customizations: Extension Tools list is clipped and hides tools,closed,2026-09-10 16:42:15+00:00,2026-09-11 00:47:14+00:00,Copilot,cef1a6f2d17b389e1f23c49762ae60eea9e1f28e,"Merge origin/main into customizations scrollbar fix

Co-authored-by: Copilot <223556219+Copilot@users.noreply.github.com>",pwang347,2026-09-10 23:14:37+00:00,src/vs/platform/agentHost/test/node/agentMergeRerun.test.ts,modified,2.0,2.0,4.0
335508,335355,AI Customizations: Extension Tools list is clipped and hides tools,closed,2026-09-10 16:42:15+00:00,2026-09-11 00:47:14+00:00,Copilot,cef1a6f2d17b389e1f23c49762ae60eea9e1f28e,"Merge origin/main into customizations scrollbar fix

Co-authored-by: Copilot <223556219+Copilot@users.noreply.github.com>",pwang347,2026-09-10 23:14:37+00:00,src/vs/platform/agentHost/test/node/agentMergeServerTools.test.ts,modified,43.0,4.0,47.0
335508,335355,AI Customizations: Extension Tools list is clipped and hides tools,closed,2026-09-10 16:42:15+00:00,2026-09-11 00:47:14+00:00,Copilot,cef1a6f2d17b389e1f23c49762ae60eea9e1f28e,"Merge origin/main into customizations scrollbar fix

Co-authored-by: Copilot <223556219+Copilot@users.noreply.github.com>",pwang347,2026-09-10 23:14:37+00:00,src/vs/platform/agentHost/test/node/agentService.test.ts,modified,538.0,15.0,553.0
335508,335355,AI Customizations: Extension Tools list is clipped and hides tools,closed,2026-09-10 16:42:15+00:00,2026-09-11 00:47:14+00:00,Copilot,cef1a6f2d17b389e1f23c49762ae60eea9e1f28e,"Merge origin/main into customizations scrollbar fix

Co-authored-by: Copilot <223556219+Copilot@users.noreply.github.com>",pwang347,2026-09-10 23:14:37+00:00,src/vs/platform/agentHost/test/node/agentSessionResidency.test.ts,modified,122.0,20.0,142.0
335508,335355,AI Customizations: Extension Tools list is clipped and hides tools,closed,2026-09-10 16:42:15+00:00,2026-09-11 00:47:14+00:00,Copilot,cef1a6f2d17b389e1f23c49762ae60eea9e1f28e,"Merge origin/main into customizations scrollbar fix

Co-authored-by: Copilot <223556219+Copilot@users.noreply.github.com>",pwang347,2026-09-10 23:14:37+00:00,src/vs/platform/agentHost/test/node/artifactServerTools.test.ts,modified,2.0,2.0,4.0
335508,335355,AI Customizations: Extension Tools list is clipped and hides tools,closed,2026-09-10 16:42:15+00:00,2026-09-11 00:47:14+00:00,Copilot,cef1a6f2d17b389e1f23c49762ae60eea9e1f28e,"Merge origin/main into customizations scrollbar fix

Co-authored-by: Copilot <223556219+Copilot@users.noreply.github.com>",pwang347,2026-09-10 23:14:37+00:00,src/vs/platform/agentHost/test/node/chatContributions.test.ts,modified,25.0,1.0,26.0
335508,335355,AI Customizations: Extension Tools list is clipped and hides tools,closed,2026-09-10 16:42:15+00:00,2026-09-11 00:47:14+00:00,Copilot,cef1a6f2d17b389e1f23c49762ae60eea9e1f28e,"Merge origin/main into customizations scrollbar fix

Co-authored-by: Copilot <223556219+Copilot@users.noreply.github.com>",pwang347,2026-09-10 23:14:37+00:00,src/vs/platform/agentHost/test/node/claudeAgent.test.ts,modified,1.0,1.0,2.0
335508,335355,AI Customizations: Extension Tools list is clipped and hides tools,closed,2026-09-10 16:42:15+00:00,2026-09-11 00:47:14+00:00,Copilot,cef1a6f2d17b389e1f23c49762ae60eea9e1f28e,"Merge origin/main into customizations scrollbar fix

Co-authored-by: Copilot <223556219+Copilot@users.noreply.github.com>",pwang347,2026-09-10 23:14:37+00:00,src/vs/platform/agentHost/test/node/codex/codexCreateChat.test.ts,modified,7.0,0.0,7.0
335508,335355,AI Customizations: Extension Tools list is clipped and hides tools,closed,2026-09-10 16:42:15+00:00,2026-09-11 00:47:14+00:00,Copilot,cef1a6f2d17b389e1f23c49762ae60eea9e1f28e,"Merge origin/main into customizations scrollbar fix

Co-authored-by: Copilot <223556219+Copilot@users.noreply.github.com>",pwang347,2026-09-10 23:14:37+00:00,src/vs/platform/agentHost/test/node/codex/codexLaunchConfig.test.ts,modified,3.0,3.0,6.0
335508,335355,AI Customizations: Extension Tools list is clipped and hides tools,closed,2026-09-10 16:42:15+00:00,2026-09-11 00:47:14+00:00,Copilot,cef1a6f2d17b389e1f23c49762ae60eea9e1f28e,"Merge origin/main into customizations scrollbar fix

Co-authored-by: Copilot <223556219+Copilot@users.noreply.github.com>",pwang347,2026-09-10 23:14:37+00:00,src/vs/platform/agentHost/test/node/codex/codexModelRefresh.test.ts,modified,79.0,3.0,82.0
335508,335355,AI Customizations: Extension Tools list is clipped and hides tools,closed,2026-09-10 16:42:15+00:00,2026-09-11 00:47:14+00:00,Copilot,cef1a6f2d17b389e1f23c49762ae60eea9e1f28e,"Merge origin/main into customizations scrollbar fix

Co-authored-by: Copilot <223556219+Copilot@users.noreply.github.com>",pwang347,2026-09-10 23:14:37+00:00,src/vs/platform/agentHost/test/node/codex/codexPrewarmEviction.test.ts,modified,761.0,14.0,775.0
335508,335355,AI Customizations: Extension Tools list is clipped and hides tools,closed,2026-09-10 16:42:15+00:00,2026-09-11 00:47:14+00:00,Copilot,cef1a6f2d17b389e1f23c49762ae60eea9e1f28e,"Merge origin/main into customizations scrollbar fix

Co-authored-by: Copilot <223556219+Copilot@users.noreply.github.com>",pwang347,2026-09-10 23:14:37+00:00,src/vs/platform/agentHost/test/node/codex/codexPromptResolver.test.ts,modified,21.0,0.0,21.0
335508,335355,AI Customizations: Extension Tools list is clipped and hides tools,closed,2026-09-10 16:42:15+00:00,2026-09-11 00:47:14+00:00,Copilot,cef1a6f2d17b389e1f23c49762ae60eea9e1f28e,"Merge origin/main into customizations scrollbar fix

Co-authored-by: Copilot <223556219+Copilot@users.noreply.github.com>",pwang347,2026-09-10 23:14:37+00:00,src/vs/platform/agentHost/test/node/codex/codexProviderConfiguration.test.ts,added,217.0,0.0,217.0
335508,335355,AI Customizations: Extension Tools list is clipped and hides tools,closed,2026-09-10 16:42:15+00:00,2026-09-11 00:47:14+00:00,Copilot,cef1a6f2d17b389e1f23c49762ae60eea9e1f28e,"Merge origin/main into customizations scrollbar fix

Co-authored-by: Copilot <223556219+Copilot@users.noreply.github.com>",pwang347,2026-09-10 23:14:37+00:00,src/vs/platform/agentHost/test/node/codex/codexProviderSwitchTelemetry.test.ts,added,114.0,0.0,114.0
335508,335355,AI Customizations: Extension Tools list is clipped and hides tools,closed,2026-09-10 16:42:15+00:00,2026-09-11 00:47:14+00:00,Copilot,cef1a6f2d17b389e1f23c49762ae60eea9e1f28e,"Merge origin/main into customizations scrollbar fix

Co-authored-by: Copilot <223556219+Copilot@users.noreply.github.com>",pwang347,2026-09-10 23:14:37+00:00,src/vs/platform/agentHost/test/node/codex/codexProxyService.test.ts,modified,128.0,7.0,135.0
335508,335355,AI Customizations: Extension Tools list is clipped and hides tools,closed,2026-09-10 16:42:15+00:00,2026-09-11 00:47:14+00:00,Copilot,cef1a6f2d17b389e1f23c49762ae60eea9e1f28e,"Merge origin/main into customizations scrollbar fix

Co-authored-by: Copilot <223556219+Copilot@users.noreply.github.com>",pwang347,2026-09-10 23:14:37+00:00,src/vs/platform/agentHost/test/node/codex/codexReplayMapper.test.ts,modified,74.0,1.0,75.0
335508,335355,AI Customizations: Extension Tools list is clipped and hides tools,closed,2026-09-10 16:42:15+00:00,2026-09-11 00:47:14+00:00,Copilot,cef1a6f2d17b389e1f23c49762ae60eea9e1f28e,"Merge origin/main into customizations scrollbar fix

Co-authored-by: Copilot <223556219+Copilot@users.noreply.github.com>",pwang347,2026-09-10 23:14:37+00:00,src/vs/platform/agentHost/test/node/codex/codexSessionConfigKeys.test.ts,modified,3.0,0.0,3.0
335508,335355,AI Customizations: Extension Tools list is clipped and hides tools,closed,2026-09-10 16:42:15+00:00,2026-09-11 00:47:14+00:00,Copilot,cef1a6f2d17b389e1f23c49762ae60eea9e1f28e,"Merge origin/main into customizations scrollbar fix

Co-authored-by: Copilot <223556219+Copilot@users.noreply.github.com>",pwang347,2026-09-10 23:14:37+00:00,src/vs/platform/agentHost/test/node/codex/codexSessionTitleSpans.test.ts,modified,3.0,0.0,3.0
